"","Sample_ID","Sample_date","Sample_site","Project","Latitude","Longitude","Secchi_depth_m","Depth_m","Ave_temp"
"425","20130513-Delaware-A",2013-05-13,"Delaware-A","Reservoir",40.362465,-83.068877,NA,NA,0
"426","20130513-Delaware-B",2013-05-13,"Delaware-B","Reservoir",40.362465,-83.068877,NA,NA,0
"427","20130513-Dillon",2013-05-13,"Dillon","Reservoir",39.994716,-82.084202,NA,NA,0
"428","20130513-Findlay_2-A",2013-05-13,"Findlay_2-A","Reservoir",41.020428,-83.572988,NA,NA,0
"429","20130513-Findlay_2-B",2013-05-13,"Findlay_2-B","Reservoir",41.020428,-83.572988,NA,NA,0
"430","20130513-Findlay_#2",2013-05-13,"Findlay_#2","Reservoir",41.020428,-83.572988,NA,NA,0
"431","20130513-Findlay_#2_5",2013-05-13,"Findlay_#2_5","Reservoir",41.020428,-83.572988,NA,NA,0
"432","20130515-Pleasant_Hill",2013-05-15,"Pleasant_Hill","Reservoir",40.627165,-82.324132,NA,NA,0
"433","20130516-Hoover",2013-05-16,"Hoover","Reservoir",40.114113,-82.881026,NA,NA,0
"434","20130516-Hoover_5",2013-05-16,"Hoover_5","Reservoir",40.114113,-82.881026,NA,NA,0
"435","20130528-Findlay_#2",2013-05-28,"Findlay_#2","Reservoir",41.020428,-83.572988,NA,NA,0
"436","20130528-Findlay_#2_5",2013-05-28,"Findlay_#2_5","Reservoir",41.020428,-83.572988,NA,NA,0
"437","20130528-Hoover-A",2013-05-28,"Hoover-A","Reservoir",40.114113,-82.881026,NA,NA,0
"438","20130528-Hoover-B",2013-05-28,"Hoover-B","Reservoir",40.114113,-82.881026,NA,NA,0
"439","20130528-Hoover",2013-05-28,"Hoover","Reservoir",40.114113,-82.881026,NA,NA,0
"440","20130528-Hoover_5",2013-05-28,"Hoover_5","Reservoir",40.114113,-82.881026,NA,NA,0
"441","20130528-Tappan-A",2013-05-28,"Tappan-A","Reservoir",40.356409,-81.22025,NA,NA,0
"442","20130528-Tappan-B",2013-05-28,"Tappan-B","Reservoir",40.356409,-81.22025,NA,NA,0
"443","20130530-Alum-A",2013-05-30,"Alum-A","Reservoir",40.190943,-82.96255,NA,NA,0
"444","20130530-Alum-B",2013-05-30,"Alum-B","Reservoir",40.190943,-82.96255,NA,NA,0
"445","20130530-Berlin-A",2013-05-30,"Berlin-A","Reservoir",41.044204,-81.003526,NA,NA,0
"446","20130530-Berlin-B",2013-05-30,"Berlin-B","Reservoir",41.044204,-81.003526,NA,NA,0
"447","20130611-Findlay_#2",2013-06-11,"Findlay_#2","Reservoir",41.020428,-83.572988,NA,NA,0
"448","20130611-Findlay_#2_5",2013-06-11,"Findlay_#2_5","Reservoir",41.020428,-83.572988,NA,NA,0
"449","20130611-Hoover",2013-06-11,"Hoover","Reservoir",40.114113,-82.881026,NA,NA,0
"450","20130611-Hoover_5",2013-06-11,"Hoover_5","Reservoir",40.114113,-82.881026,NA,NA,0
"451","20130613-Delaware",2013-06-13,"Delaware","Reservoir",40.362465,-83.068877,NA,NA,0
"452","20130614-Alum-A",2013-06-14,"Alum-A","Reservoir",40.190943,-82.96255,NA,NA,0
"453","20130614-Alum-B",2013-06-14,"Alum-B","Reservoir",40.190943,-82.96255,NA,NA,0
"454","20130614-Delaware",2013-06-14,"Delaware","Reservoir",40.362465,-83.068877,NA,NA,0
"455","20130614-Hoover-A",2013-06-14,"Hoover-A","Reservoir",40.114113,-82.881026,NA,NA,0
"456","20130614-Hoover-B",2013-06-14,"Hoover-B","Reservoir",40.114113,-82.881026,NA,NA,0
"457","20130617-Dillon-A",2013-06-17,"Dillon-A","Reservoir",39.994716,-82.084202,NA,NA,0
"458","20130617-Dillon-B",2013-06-17,"Dillon-B","Reservoir",39.994716,-82.084202,NA,NA,0
"459","20130617-Pleasant_Hill-A",2013-06-17,"Pleasant_Hill-A","Reservoir",40.627165,-82.324132,NA,NA,0
"460","20130617-Pleasant_Hill-B",2013-06-17,"Pleasant_Hill-B","Reservoir",40.627165,-82.324132,NA,NA,0
"461","20130619-Findlay_2-A",2013-06-19,"Findlay_2-A","Reservoir",41.020428,-83.572988,NA,NA,0
"462","20130619-Findlay_2-B",2013-06-19,"Findlay_2-B","Reservoir",41.020428,-83.572988,NA,NA,0
"463","20130625-Findlay_#2",2013-06-25,"Findlay_#2","Reservoir",41.020428,-83.572988,NA,NA,0
"464","20130625-Findlay_#2_5",2013-06-25,"Findlay_#2_5","Reservoir",41.020428,-83.572988,NA,NA,0
"465","20130625-Hoover",2013-06-25,"Hoover","Reservoir",40.114113,-82.881026,NA,NA,0
"466","20130625-Hoover_5",2013-06-25,"Hoover_5","Reservoir",40.114113,-82.881026,NA,NA,0
"467","20130626-80305-A",2013-06-26,"80305-A","Reservoir",41.044204,-81.003526,NA,NA,0
"468","20130626-80305-B",2013-06-26,"80305-B","Reservoir",41.044204,-81.003526,NA,NA,0
"469","20130628-Tappan-A",2013-06-28,"Tappan-A","Reservoir",40.356409,-81.22025,NA,NA,0
"470","20130628-Tappan-B",2013-06-28,"Tappan-B","Reservoir",40.356409,-81.22025,NA,NA,0
"471","20130708-Findlay_#2",2013-07-08,"Findlay_#2","Reservoir",41.020428,-83.572988,NA,NA,0
"472","20130708-Findlay_#2_5",2013-07-08,"Findlay_#2_5","Reservoir",41.020428,-83.572988,NA,NA,0
"473","20130709-Hoover",2013-07-09,"Hoover","Reservoir",40.114113,-82.881026,NA,NA,0
"474","20130715-Dillon-A",2013-07-15,"Dillon-A","Reservoir",39.994716,-82.084202,NA,NA,0
"475","20130715-Dillon-B",2013-07-15,"Dillon-B","Reservoir",39.994716,-82.084202,NA,NA,0
"476","20130715-Alma_Outflow-A",2013-07-15,"Alma_Outflow-A","Reservoir",39.145921,-82.512156,NA,NA,0
"477","20130715-Alma_Outflow-B",2013-07-15,"Alma_Outflow-B","Reservoir",39.145921,-82.512156,NA,NA,0
"478","20130717-Burr_Oak",2013-07-17,"Burr_Oak","Reservoir",39.542322,-82.055252,NA,NA,0
"479","20130717-Findlay_2",2013-07-17,"Findlay_2","Reservoir",41.020428,-83.572988,NA,NA,0
"480","20130723-Lake_LeComte",2013-07-23,"Lake_LeComte","Reservoir",41.120706,-83.44357,NA,NA,0
"481","20130724-Bresler",2013-07-24,"Bresler","Reservoir",40.737784,-84.232962,NA,NA,0
"482","20130724-Metzger",2013-07-24,"Metzger","Reservoir",40.741492,-84.049187,NA,NA,0
"483","20130725-Alum_Creek_Lake_Dam-A",2013-07-25,"Alum_Creek_Lake_Dam-A","Reservoir",40.190943,-82.96255,NA,NA,0
"484","20130725-Alum_Creek_Lake_Dam-B",2013-07-25,"Alum_Creek_Lake_Dam-B","Reservoir",40.190943,-82.96255,NA,NA,0
"485","20130725-Delaware_Dam-A",2013-07-25,"Delaware_Dam-A","Reservoir",40.362465,-83.068877,NA,NA,0
"486","20130725-Delaware_Dam-B",2013-07-25,"Delaware_Dam-B","Reservoir",40.362465,-83.068877,NA,NA,0
"487","20130725-Hoover_Dam",2013-07-25,"Hoover_Dam","Reservoir",40.114113,-82.881026,NA,NA,0
"488","20130725-Pleasant_Hill",2013-07-25,"Pleasant_Hill","Reservoir",40.627165,-82.324132,NA,NA,0
"489","20130725-Tappan",2013-07-25,"Tappan","Reservoir",40.356409,-81.22025,NA,NA,0
"490","20130729-East",2013-07-29,"East","Reservoir",39.019417,-84.153398,NA,NA,0
"491","20130729-Long",2013-07-29,"Long","Reservoir",40.666611,-82.135671,NA,NA,0
"492","20130729-Upper_Sandusky",2013-07-29,"Upper_Sandusky","Reservoir",40.821002,-83.270838,NA,NA,0
"493","20130730-Lake_Vesuvius-A",2013-07-30,"Lake_Vesuvius-A","Reservoir",38.60711,-82.63097,NA,NA,0
"494","20130730-Lake_Vesuvius-B",2013-07-30,"Lake_Vesuvius-B","Reservoir",38.60711,-82.63097,NA,NA,0
"495","20130731-Powers-A",2013-07-31,"Powers-A","Reservoir",40.719685,-82.80405,NA,NA,0
"496","20130731-Powers-B",2013-07-31,"Powers-B","Reservoir",40.719685,-82.80405,NA,NA,0
"497","20130731-Riley-A",2013-07-31,"Riley-A","Reservoir",40.829917,-82.932106,NA,NA,0
"498","20130731-Riley-B",2013-07-31,"Riley-B","Reservoir",40.829917,-82.932106,NA,NA,0
"499","20140417-Alum_Creek_Rep_1",2014-04-17,"Alum_Creek_Rep_1","Reservoir",40.190943,-82.96255,NA,NA,0
"500","20140417-Hoover_Rep_1",2014-04-17,"Hoover_Rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"501","20140417-Hoover_Rep_5",2014-04-17,"Hoover_Rep_5","Reservoir",40.114113,-82.881026,NA,NA,0
"502","20140418-Pleasant_Hill_Rep_1",2014-04-18,"Pleasant_Hill_Rep_1","Reservoir",40.627165,-82.324132,NA,NA,0
"503","20140421-Delphos-Gillmore_Rep_1",2014-04-21,"Delphos-Gillmore_Rep_1","Reservoir",40.879415,-84.364513,NA,NA,0
"504","20140421-Paulding_Rep_1",2014-04-21,"Paulding_Rep_1","Reservoir",41.122041,-84.586739,NA,NA,0
"505","20140421-Wauseon_Res_2_Rep_1",2014-04-21,"Wauseon_Res_2_Rep_1","Reservoir",41.513303,-84.148122,NA,NA,0
"506","20140423-Berlin_Rep_1",2014-04-23,"Berlin_Rep_1","Reservoir",41.044204,-81.003526,NA,NA,0
"507","20140423-Mosquito_Rep_1",2014-04-23,"Mosquito_Rep_1","Reservoir",41.311782,-80.755009,NA,NA,0
"508","20140423-Seneca_Lake",2014-04-23,"Seneca_Lake","Reservoir",39.924788,-81.431984,NA,NA,0
"509","20140424-Alum_Creek_Rep_1",2014-04-24,"Alum_Creek_Rep_1","Reservoir",40.190943,-82.96255,NA,NA,0
"510","20140424-Findlay_2_Rep_1",2014-04-24,"Findlay_2_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"511","20140424-Findlay_2_Rep_5",2014-04-24,"Findlay_2_Rep_5","Reservoir",41.020428,-83.572988,NA,NA,0
"512","20140424-Hoover_Rep_1",2014-04-24,"Hoover_Rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"513","20140424-Hoover_Rep_5",2014-04-24,"Hoover_Rep_5","Reservoir",40.114113,-82.881026,NA,NA,0
"514","20140424-New_London_Rep_1",2014-04-24,"New_London_Rep_1","Reservoir",41.068046,-82.432871,NA,NA,0
"515","20140424-Pleasant_Hill_Rep_1",2014-04-24,"Pleasant_Hill_Rep_1","Reservoir",40.627165,-82.324132,NA,NA,0
"516","20140425-Berlin_Rep_1",2014-04-25,"Berlin_Rep_1","Reservoir",41.044204,-81.003526,NA,NA,0
"517","20140425-Bresler_Rep_1",2014-04-25,"Bresler_Rep_1","Reservoir",40.737784,-84.232962,NA,NA,0
"518","20140425-Mosquito_Rep_1",2014-04-25,"Mosquito_Rep_1","Reservoir",41.311782,-80.755009,NA,NA,0
"519","20140428-Indian_Rep_1",2014-04-28,"Indian_Rep_1","Reservoir",40.47316,-83.873143,NA,NA,0
"520","20140428-Wauseon_Rep_1",2014-04-28,"Wauseon_Rep_1","Reservoir",41.513303,-84.148122,NA,NA,0
"521","20140429-Delphos-Gillmore_Rep_1",2014-04-29,"Delphos-Gillmore_Rep_1","Reservoir",40.879415,-84.364513,NA,NA,0
"522","20140429-Paulding_Rep_1",2014-04-29,"Paulding_Rep_1","Reservoir",41.122041,-84.586739,NA,NA,0
"523","20140430-Seneca_Rep_1",2014-04-30,"Seneca_Rep_1","Reservoir",39.924788,-81.431984,NA,NA,0
"524","20140501-Findlay_2_Rep_1",2014-05-01,"Findlay_2_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"525","20140501-Findlay_2_Rep_5",2014-05-01,"Findlay_2_Rep_5","Reservoir",41.020428,-83.572988,NA,NA,0
"526","20140501-New_London_Rep_1",2014-05-01,"New_London_Rep_1","Reservoir",41.068046,-82.432871,NA,NA,0
"527","20140502-Berlin_Rep_1",2014-05-02,"Berlin_Rep_1","Reservoir",41.044204,-81.003526,NA,NA,0
"528","20140502-Bresler_Rep_1",2014-05-02,"Bresler_Rep_1","Reservoir",40.737784,-84.232962,NA,NA,0
"529","20140502-Mosquito_Rep_1",2014-05-02,"Mosquito_Rep_1","Reservoir",41.311782,-80.755009,NA,NA,0
"530","20140505-Indian_Rep_1",2014-05-05,"Indian_Rep_1","Reservoir",40.47316,-83.873143,NA,NA,0
"531","20140509-Hoover_Rep_1",2014-05-09,"Hoover_Rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"532","20140509-Indian_Rep_1",2014-05-09,"Indian_Rep_1","Reservoir",40.47316,-83.873143,NA,NA,0
"533","20140515-Findlay_2_Rep_1",2014-05-15,"Findlay_2_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"534","20140515-Findlay_2_Rep_5",2014-05-15,"Findlay_2_Rep_5","Reservoir",41.020428,-83.572988,NA,NA,0
"535","20140523-Hoover_Rep_1",2014-05-23,"Hoover_Rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"536","20140523-Hoover_Rep_5",2014-05-23,"Hoover_Rep_5","Reservoir",40.114113,-82.881026,NA,NA,0
"537","20140529-Findlay_2_Rep_1",2014-05-29,"Findlay_2_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"538","20140529-Findlay_2_Rep_5",2014-05-29,"Findlay_2_Rep_5","Reservoir",41.020428,-83.572988,NA,NA,0
"539","20140605-Hoover_Rep_1",2014-06-05,"Hoover_Rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"540","20140605-Hoover_Rep_5",2014-06-05,"Hoover_Rep_5","Reservoir",40.114113,-82.881026,NA,NA,0
"541","20140612-Findlay_2_Rep_1",2014-06-12,"Findlay_2_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"542","20140612-Findlay_2_Rep_5",2014-06-12,"Findlay_2_Rep_5","Reservoir",41.020428,-83.572988,NA,NA,0
"543","20140620-Hoover_Rep_1",2014-06-20,"Hoover_Rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"544","20140620-Hoover_Rep_5",2014-06-20,"Hoover_Rep_5","Reservoir",40.114113,-82.881026,NA,NA,0
"545","20140626-Findlay_2_Rep_1",2014-06-26,"Findlay_2_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"546","20140626-Findlay_2_Rep_5",2014-06-26,"Findlay_2_Rep_5","Reservoir",41.020428,-83.572988,NA,NA,0
"547","20140702-Hoover_Rep_1",2014-07-02,"Hoover_Rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"548","20140702-Hoover_Rep_5",2014-07-02,"Hoover_Rep_5","Reservoir",40.114113,-82.881026,NA,NA,0
"549","20140702-Hoover_Rep_6",2014-07-02,"Hoover_Rep_6","Reservoir",40.114113,-82.881026,NA,NA,0
"550","20140702-Hoover_Rep_8",2014-07-02,"Hoover_Rep_8","Reservoir",40.114113,-82.881026,NA,NA,0
"551","20140710-Findlay_2_Rep_1",2014-07-10,"Findlay_2_Rep_1","Reservoir",41.020428,-83.572988,NA,NA,0
"552","20140710-Findlay_2_Rep_5",2014-07-10,"Findlay_2_Rep_5","Reservoir",41.020428,-83.572988,NA,NA,0
"553","20150417-Berlin_rep_3",2015-04-17,"Berlin_rep_3","Reservoir",41.044204,-81.003526,NA,NA,0
"554","20150420-Caesar_Creek_rep_1",2015-04-20,"Caesar_Creek_rep_1","Reservoir",39.486941,-84.057291,NA,NA,0
"555","20150421-Hoover_rep_2",2015-04-21,"Hoover_rep_2","Reservoir",40.114113,-82.881026,NA,NA,0
"556","20150421-Hoover_rep_3",2015-04-21,"Hoover_rep_3","Reservoir",40.114113,-82.881026,NA,NA,0
"557","20150423-Mosquito_rep_1",2015-04-23,"Mosquito_rep_1","Reservoir",41.311782,-80.755009,NA,NA,0
"558","20150423-Piedmont_rep_3",2015-04-23,"Piedmont_rep_3","Reservoir",40.187121,-81.215699,NA,NA,0
"559","20150424-Berlin_rep_2",2015-04-24,"Berlin_rep_2","Reservoir",41.044204,-81.003526,NA,NA,0
"560","20150428-Hoover_rep_2",2015-04-28,"Hoover_rep_2","Reservoir",40.114113,-82.881026,NA,NA,0
"561","20150428-Hoover_rep_3",2015-04-28,"Hoover_rep_3","Reservoir",40.114113,-82.881026,NA,NA,0
"562","20150429-Atwood_rep_1",2015-04-29,"Atwood_rep_1","Reservoir",40.528103,-81.281297,NA,NA,0
"563","20150430-Mosquito_rep_4",2015-04-30,"Mosquito_rep_4","Reservoir",41.311782,-80.755009,NA,NA,0
"564","20150430-Piedmont_rep_1",2015-04-30,"Piedmont_rep_1","Reservoir",40.187121,-81.215699,NA,NA,0
"565","20150505-Atwood_rep_2",2015-05-05,"Atwood_rep_2","Reservoir",40.528103,-81.281297,NA,NA,0
"566","20150512-Hoover_rep_1",2015-05-12,"Hoover_rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"567","20150512-Hoover_rep_3",2015-05-12,"Hoover_rep_3","Reservoir",40.114113,-82.881026,NA,NA,0
"568","20150528-Hoover_rep_1",2015-05-28,"Hoover_rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"569","20150528-Hoover_rep_3",2015-05-28,"Hoover_rep_3","Reservoir",40.114113,-82.881026,NA,NA,0
"570","20150609-Hoover_rep_2",2015-06-09,"Hoover_rep_2","Reservoir",40.114113,-82.881026,NA,NA,0
"571","20150609-Hoover_rep_3",2015-06-09,"Hoover_rep_3","Reservoir",40.114113,-82.881026,NA,NA,0
"572","20150625-Hoover_rep_1",2015-06-25,"Hoover_rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"573","20150625-Hoover_rep_3",2015-06-25,"Hoover_rep_3","Reservoir",40.114113,-82.881026,NA,NA,0
"574","20150707-Hoover_rep_1",2015-07-07,"Hoover_rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"575","20150707-Hoover_rep_2",2015-07-07,"Hoover_rep_2","Reservoir",40.114113,-82.881026,NA,NA,0
"576","20160401-Berlin_rep_4",2016-04-01,"Berlin_rep_4","Reservoir",41.044204,-81.003526,NA,NA,0
"577","20160404-Indian_Lake_rep_3",2016-04-04,"Indian_Lake_rep_3","Reservoir",40.47316,-83.873143,NA,NA,0
"578","20160404-Pleasant_Hill_rep_1",2016-04-04,"Pleasant_Hill_rep_1","Reservoir",40.627165,-82.324132,NA,NA,0
"579","20160407-Berlin_rep_1",2016-04-07,"Berlin_rep_1","Reservoir",41.044204,-81.003526,NA,NA,0
"580","20160407-Mosquito_rep_1",2016-04-07,"Mosquito_rep_1","Reservoir",41.311782,-80.755009,NA,NA,0
"581","20160408-Seneca_rep_2",2016-04-08,"Seneca_rep_2","Reservoir",39.924788,-81.431984,NA,NA,0
"582","20160411-Indian_Lake_rep_1",2016-04-11,"Indian_Lake_rep_1","Reservoir",40.47316,-83.873143,NA,NA,0
"583","20160411-Pleasant_Hill_rep_3",2016-04-11,"Pleasant_Hill_rep_3","Reservoir",40.627165,-82.324132,NA,NA,0
"584","20160414-Berlin_rep_1",2016-04-14,"Berlin_rep_1","Reservoir",41.044204,-81.003526,NA,NA,0
"585","20160414-Mosquito_rep_1",2016-04-14,"Mosquito_rep_1","Reservoir",41.311782,-80.755009,NA,NA,0
"586","20160415-Seneca_rep_1",2016-04-15,"Seneca_rep_1","Reservoir",39.924788,-81.431984,NA,NA,0
"587","20160427-Alum_Creek_L._rep_3",2016-04-27,"Alum_Creek_L._rep_3","Reservoir",40.190943,-82.96255,NA,NA,0
"588","20160427-Hoover_rep_1",2016-04-27,"Hoover_rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"589","20160427-Hoover_rep_3",2016-04-27,"Hoover_rep_3","Reservoir",40.114113,-82.881026,NA,NA,0
"590","20160505-Alum_Creek_L._rep_2",2016-05-05,"Alum_Creek_L._rep_2","Reservoir",40.190943,-82.96255,NA,NA,0
"591","20160505-Hoover_rep_1",2016-05-05,"Hoover_rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"592","20160505-Hoover_rep_2",2016-05-05,"Hoover_rep_2","Reservoir",40.114113,-82.881026,NA,NA,0
"593","20160519-Alum_Creek_L._rep_3",2016-05-19,"Alum_Creek_L._rep_3","Reservoir",40.190943,-82.96255,NA,NA,0
"594","20160519-Hoover_rep_1",2016-05-19,"Hoover_rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"595","20160519-Hoover_rep_2",2016-05-19,"Hoover_rep_2","Reservoir",40.114113,-82.881026,NA,NA,0
"596","20160601-Alum_Creek_L._rep_1",2016-06-01,"Alum_Creek_L._rep_1","Reservoir",40.190943,-82.96255,NA,NA,0
"597","20160601-Hoover_rep_1",2016-06-01,"Hoover_rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"598","20160601-Hoover_rep_2",2016-06-01,"Hoover_rep_2","Reservoir",40.114113,-82.881026,NA,NA,0
"599","20160616-Alum_Creek_L._rep_2",2016-06-16,"Alum_Creek_L._rep_2","Reservoir",40.190943,-82.96255,NA,NA,0
"600","20160616-Hoover_rep_2",2016-06-16,"Hoover_rep_2","Reservoir",40.114113,-82.881026,NA,NA,0
"601","20160616-Hoover_rep_3",2016-06-16,"Hoover_rep_3","Reservoir",40.114113,-82.881026,NA,NA,0
"602","20160628-Alum_Creek_L._rep_2",2016-06-28,"Alum_Creek_L._rep_2","Reservoir",40.190943,-82.96255,NA,NA,0
"603","20160628-Hoover_rep_1",2016-06-28,"Hoover_rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"604","20160628-Hoover_rep_3",2016-06-28,"Hoover_rep_3","Reservoir",40.114113,-82.881026,NA,NA,0
"605","20160714-Alum_Creek_L._rep_3",2016-07-14,"Alum_Creek_L._rep_3","Reservoir",40.190943,-82.96255,NA,NA,0
"606","20160714-Hoover_rep_1",2016-07-14,"Hoover_rep_1","Reservoir",40.114113,-82.881026,NA,NA,0
"607","20160714-Hoover_rep_3",2016-07-14,"Hoover_rep_3","Reservoir",40.114113,-82.881026,NA,NA,0
