"","Sample_ID","Sample_date","Sample_site","Water_body","Depth_m","Latitude","Longitude","Year","Month","Day","DOY","Time","Diatoms","Chrysophytes","Cryptophytes","Green_algae","Cyanobacteria","Dinoflagellates","Edibles","Inedibles","TotalPP","Site_consolidated"
"367","20090611-1281_5m","2009-06-11","1281_5m","Central Erie",5,41.765278,-81.310556,2009,6,11,162,2009.44109589041,0.305457432,0.011279339,0.390750995,0.061130545,0.000687383,0,0.768618311,0.000687383,0.769305694,"1281_5m"
"368","20090611-1310_5m","2009-06-11","1310_5m","Central Erie",5,41.788611,-81.213333,2009,6,11,162,2009.44109589041,0.052078173,8.676663946,0.217499308,0.06237778,0.000123981,0,8.972168887,0.036574301,9.008743188,"1310_5m"
"369","20090611-1318_20m","2009-06-11","1318_20m","Central Erie",20,41.884167,-81.145556,2009,6,11,162,2009.44109589041,0.322411735,0.004973671,0.09262275,0.090866296,6.03e-06,0,0.504461867,0.006418615,0.510880482,"1318_20m"
"370","20090611-1319_15m","2009-06-11","1319_15m","Central Erie",15,41.841111,-81.145556,2009,6,11,162,2009.44109589041,0.150646991,0.002271965,0.129677375,0.022862302,5.26e-06,0,0.303535746,0.001928147,0.305463893,"1319_15m"
"371","20090611-1320_10m","2009-06-11","1320_10m","Central Erie",12,41.823056,-81.145556,2009,6,11,162,2009.44109589041,0.004697119,0.027356021,0.423707685,0.100846517,0.000100205,0,0.556607342,0.000100205,0.556707547,"1320_10m"
"372","20090706-1279_20m","2009-07-06","1279_20m","Central Erie",20,41.85916667,-81.33722222,2009,7,6,187,2009.5095890411,0.113635126,0,0.315064149,0.084007308,0.000649486,0,0.512706583,0.000649486,0.513356069,"1279_20m"
"373","20090706-1280_15m","2009-07-06","1280_15m","Central Erie",15,41.812222,-81.310556,2009,7,6,187,2009.5095890411,0.078172707,0.047914268,0.773495801,0.288627151,0.006867096,0,1.188209927,0.006867096,1.195077023,"1280_15m"
"374","20090706-1281_10m","2009-07-06","1281_10m","Central Erie",10,41.750278,-81.310556,2009,7,6,187,2009.5095890411,0.075050667,0,1.881163503,0.527244743,0.002116869,0,2.483143242,0.00243254,2.485575782,"1281_10m"
"375","20090706-1281_5m","2009-07-06","1281_5m","Central Erie",5,41.765278,-81.310556,2009,7,6,187,2009.5095890411,0.14646848,0.02512192,1.395503642,0.292917243,0.001193698,0,1.806620424,0.054584559,1.861204983,"1281_5m"
"376","20090706-1310_5m","2009-07-06","1310_5m","Central Erie",5,41.788611,-81.213333,2009,7,6,187,2009.5095890411,0.182169496,0.030403953,3.298135589,0.524288439,0.012671033,0,3.98959698,0.05807153,4.04766851,"1310_5m"
"377","20090706-1318_20m","2009-07-06","1318_20m","Central Erie",20,41.884167,-81.145556,2009,7,6,187,2009.5095890411,0.114909379,0,0.447657663,0.14100952,0,0,0.703576562,0,0.703576562,"1318_20m"
"378","20090706-1319_15m","2009-07-06","1319_15m","Central Erie",15,41.841111,-81.145556,2009,7,6,187,2009.5095890411,0.056106354,0.00700661,0.282074661,0.054479489,0,0,0.399667114,0,0.399667114,"1319_15m"
"379","20090706-1320_10m","2009-07-06","1320_10m","Central Erie",10,41.823056,-81.145556,2009,7,6,187,2009.5095890411,0.059434014,0.089518543,0.868662283,0.233778667,0.000382274,0.021274366,1.258307676,0.014742471,1.273050147,"1320_10m"
"380","20090713-1279_20m","2009-07-13","1279_20m","Central Erie",20,41.85916667,-81.33722222,2009,7,13,194,2009.52876712329,0,0.006334477,0.326393134,0.130563956,0,0,0.463291567,0,0.463291567,"1279_20m"
"381","20090713-1280_15m","2009-07-13","1280_15m","Central Erie",15,41.812222,-81.310556,2009,7,13,194,2009.52876712329,0.112025905,0.016734796,0.938944069,0.194315385,2.362467112,0,1.232269407,2.39221786,3.624487267,"1280_15m"
"382","20090713-1281_10m","2009-07-13","1281_10m","Central Erie",10,41.750278,-81.310556,2009,7,13,194,2009.52876712329,0.02380701,0.067579559,0.764807373,0.277850207,0.005551559,0,1.110716924,0.028878784,1.139595708,"1281_10m"
"383","20090713-1281_5m","2009-07-13","1281_5m","Central Erie",5,41.765278,-81.310556,2009,7,13,194,2009.52876712329,0.330952941,0,0.349354597,0.154125313,0.391375034,0.009660884,0.844093735,0.391375034,1.235468769,"1281_5m"
"384","20090713-1310_5m","2009-07-13","1310_5m","Central Erie",5,41.788611,-81.213333,2009,7,13,194,2009.52876712329,0.058921289,0.001539308,0.609109873,0.143514815,0.000456091,0,0.813085285,0.000456091,0.813541376,"1310_5m"
"385","20090713-1318_20m","2009-07-13","1318_20m","Central Erie",20,41.884167,-81.145556,2009,7,13,194,2009.52876712329,0.022816291,0.097777314,0.309018143,0.102344138,0.5171094,0,0.496495567,0.552569719,1.049065286,"1318_20m"
"386","20090713-1319_15m","2009-07-13","1319_15m","Central Erie",15,41.841111,-81.145556,2009,7,13,194,2009.52876712329,1.046434369,0,0.642131869,0.110671242,0,0,1.79923748,0,1.79923748,"1319_15m"
"387","20090713-1320_10m","2009-07-13","1320_10m","Central Erie",10,41.823056,-81.145556,2009,7,13,194,2009.52876712329,0.088474969,0,0.794598529,0.132460611,0.002146849,0,1.015534109,0.002146849,1.017680958,"1320_10m"
"388","20100603-1279_20m","2010-06-03","1279_20m","Central Erie",20,41.85916667,-81.33722222,2010,6,3,154,2010.41917808219,0.095749063,0,0.227443382,0.53553597,0.000386436,0,0.836637154,0.022477697,0.859114851,"1279_20m"
"389","20100603-1280_15m","2010-06-03","1280_15m","Central Erie",15,41.812222,-81.310556,2010,6,3,154,2010.41917808219,0,0,0.057468998,0.057069381,0.002453596,0,0.10813472,0.008857255,0.116991975,"1280_15m"
"390","20100603-1281_10m","2010-06-03","1281_10m","Central Erie",11,41.750278,-81.310556,2010,6,3,154,2010.41917808219,0.032147048,0,0.8748889,0.363046165,0.01074827,0,1.199614852,0.081215531,1.280830383,"1281_10m"
"391","20100603-1281_5m","2010-06-03","1281_5m","Central Erie",5,41.765278,-81.310556,2010,6,3,154,2010.41917808219,0.863135118,0.014915241,0.630021317,0.482892354,0.132764029,0,1.989061576,0.134666483,2.123728059,"1281_5m"
"392","20100603-1310_5m","2010-06-03","1310_5m","Central Erie",6,41.788611,-81.213333,2010,6,3,154,2010.41917808219,0,0,0.144930825,0.050353914,0.01067885,0,0.195284739,0.01067885,0.205963589,"1310_5m"
"393","20100603-1318_20m","2010-06-03","1318_20m","Central Erie",20,41.884167,-81.145556,2010,6,3,154,2010.41917808219,0.009438522,0,0.135873831,0.170990517,0.001698281,0,0.31630287,0.001698281,0.318001151,"1318_20m"
"394","20100603-1319_15m","2010-06-03","1319_15m","Central Erie",16,41.841111,-81.145556,2010,6,3,154,2010.41917808219,0.044068351,0.208632771,0.06256322,0.03680612,2.2e-05,0,0.352070462,2.2e-05,0.352092462,"1319_15m"
"395","20100603-1320_10m","2010-06-03","1320_10m","Central Erie",10,41.823056,-81.145556,2010,6,3,154,2010.41917808219,0.004236031,0,0.372443125,0.120443346,0.002439954,0,0.497122502,0.002439954,0.499562456,"1320_10m"
"396","20100702-1280_15m","2010-07-02","1280_15m","Central Erie",15,41.812222,-81.310556,2010,7,2,183,2010.49863013699,0.038306799,0.012948946,0.209136679,0.169810415,0.065579632,0.634991217,0.430202839,0.700570849,1.130773688,"1280_15m"
"397","20100702-1281_10m","2010-07-02","1281_10m","Central Erie",10,41.750278,-81.310556,2010,7,2,183,2010.49863013699,0.111988848,0,0.358434833,0.113475169,0.000608218,0,0.58389885,0.000608218,0.584507068,"1281_10m"
"398","20100702-1281_5m","2010-07-02","1281_5m","Central Erie",5,41.765278,-81.310556,2010,7,2,183,2010.49863013699,0.252624363,0,0.364351014,0.169488357,0.023231942,0.389841856,0.786463734,0.413073798,1.199537532,"1281_5m"
"399","20100702-1310_5m","2010-07-02","1310_5m","Central Erie",6,41.788611,-81.213333,2010,7,2,183,2010.49863013699,0.004371656,0.013429729,0.204896623,0.046302254,0.000279786,0,0.263171387,0.006108661,0.269280048,"1310_5m"
"400","20100702-1318_20m","2010-07-02","1318_20m","Central Erie",20,41.884167,-81.145556,2010,7,2,183,2010.49863013699,0.106955586,0.008656366,0.102263836,0.1461343,0.040730524,0.970428108,0.357826969,1.017341751,1.37516872,"1318_20m"
"401","20100702-1319_15m","2010-07-02","1319_15m","Central Erie",15,41.841111,-81.145556,2010,7,2,183,2010.49863013699,0.038542021,0,0.107304356,0.144638189,0.125992047,0,0.214616544,0.201860069,0.416476613,"1319_15m"
"402","20100702-1320_10m","2010-07-02","1320_10m","Central Erie",10,41.823056,-81.145556,2010,7,2,183,2010.49863013699,0.039876279,0,0.254749871,0.131242537,0.056329002,0,0.419174068,0.063023621,0.482197689,"1320_10m"
"403","20100714-1279_20m","2010-07-14","1279_20m","Central Erie",20,41.85916667,-81.33722222,2010,7,14,195,2010.53150684932,0.243699488,0,0.260914245,0.736627432,0.394137933,0,1.050751469,0.584627629,1.635379098,"1279_20m"
"404","20100714-1280_15m","2010-07-14","1280_15m","Central Erie",16,41.812222,-81.310556,2010,7,14,195,2010.53150684932,0.004583206,0.002234435,0.135327487,0.183614713,0.027353812,0,0.316750022,0.036363631,0.353113653,"1280_15m"
"405","20100714-1281_10m","2010-07-14","1281_10m","Central Erie",12,41.750278,-81.310556,2010,7,14,195,2010.53150684932,0.159087735,0,0.162521519,0.170127017,1.32653509,1.436861761,0.491736271,2.763396851,3.255133122,"1281_10m"
"406","20100714-1281_5m","2010-07-14","1281_5m","Central Erie",5,41.765278,-81.310556,2010,7,14,195,2010.53150684932,0.01425526,0.007134597,0.106322221,0.251057931,3.866506772,0,0.352684138,3.892592643,4.245276781,"1281_5m"
"407","20100714-1310_5m","2010-07-14","1310_5m","Central Erie",6,41.788611,-81.213333,2010,7,14,195,2010.53150684932,1.129720243,0.004371104,0.052746354,0.060010843,0.000420544,0,1.246848544,0.000420544,1.247269088,"1310_5m"
"408","20100714-1318_20m","2010-07-14","1318_20m","Central Erie",20,41.884167,-81.145556,2010,7,14,195,2010.53150684932,0.008290235,0.001579092,0.191497115,0.181405545,0.035037789,1.175546533,0.500209671,1.093146638,1.593356309,"1318_20m"
"409","20100714-1319_15m","2010-07-14","1319_15m","Central Erie",14,41.841111,-81.145556,2010,7,14,195,2010.53150684932,0.009390804,0.018909375,0.197851193,0.116141158,0.457431818,0,0.323602183,0.476122165,0.799724348,"1319_15m"
"410","20100714-1320_10m","2010-07-14","1320_10m","Central Erie",11,41.823056,-81.145556,2010,7,14,195,2010.53150684932,0,0,0.076243015,0.151718087,1.116510427,0,0.227961102,1.116510427,1.344471529,"1320_10m"
"411","20110603-1279_20m","2011-06-03","1279_20m","Central Erie",20,41.85916667,-81.33722222,2011,6,3,154,2011.41917808219,0.008255199,0,0.51471936,0.425661541,0.000792499,0,0.832138732,0.117289867,0.949428599,"1279_20m"
"412","20110603-1280_15m","2011-06-03","1280_15m","Central Erie",15,41.812222,-81.310556,2011,6,3,154,2011.41917808219,0.08365649,0,1.570463401,0.849736576,0.341713774,0,2.503856467,0.341713774,2.845570241,"1280_15m"
"413","20110603-1281_10m","2011-06-03","1281_10m","Central Erie",10,41.750278,-81.310556,2011,6,3,154,2011.41917808219,0.023431361,0,1.725290471,0.262344708,0,0,2.01106654,0,2.01106654,"1281_10m"
"414","20110603-1310_5m","2011-06-03","1310_5m","Central Erie",5,41.788611,-81.213333,2011,6,3,154,2011.41917808219,0.221812807,0.00638448,0.918478353,1.348057225,0.309633414,0,2.46125314,0.343113139,2.804366279,"1310_5m"
"415","20110603-1318_20m","2011-06-03","1318_20m","Central Erie",20,41.884167,-81.145556,2011,6,3,154,2011.41917808219,0.586155954,0,1.722279047,3.163189853,0.271631415,0,5.471624854,0.271631415,5.743256269,"1318_20m"
"416","20110603-1319_15m","2011-06-03","1319_15m","Central Erie",15,41.841111,-81.145556,2011,6,3,154,2011.41917808219,0.010343993,0.004001642,0.670586198,0.468970158,0.000555784,0.029048953,0.962786554,0.220720174,1.183506728,"1319_15m"
"417","20110603-1320_10m","2011-06-03","1320_10m","Central Erie",10,41.823056,-81.145556,2011,6,3,154,2011.41917808219,0,0,2.032360787,0.176308474,0.000305488,0,2.208669261,0.000305488,2.208974749,"1320_10m"
"418","20110616-1279_20m","2011-06-16","1279_20m","Central Erie",20,41.85916667,-81.33722222,2011,6,16,167,2011.45479452055,0.0128166,0,0.087087153,0.105008553,0,0,0.204912306,0,0.204912306,"1279_20m"
"419","20110616-1280_15m","2011-06-16","1280_15m","Central Erie",15,41.812222,-81.310556,2011,6,16,167,2011.45479452055,0.00992428,0.001047725,0.346684288,0.056505336,0.000388046,0,0.414161629,0.000388046,0.414549675,"1280_15m"
"420","20110616-1281_10m","2011-06-16","1281_10m","Central Erie",10,41.750278,-81.310556,2011,6,16,167,2011.45479452055,0.008683763,0,0.08809314,0.032621625,0.001739135,0,0.128382047,0.002755616,0.131137663,"1281_10m"
"421","20110616-1281_5m","2011-06-16","1281_5m","Central Erie",5,41.765278,-81.310556,2011,6,16,167,2011.45479452055,0.00816495,0,0.136793749,0.042194131,0.000318943,0,0.172353857,0.015117916,0.187471773,"1281_5m"
"422","20110616-1310_5m","2011-06-16","1310_5m","Central Erie",5,41.788611,-81.213333,2011,6,16,167,2011.45479452055,0.060038564,0,0.111529001,0.057533989,5.062162921,0,0.226895141,5.064369334,5.291264475,"1310_5m"
"423","20110616-1318_20m","2011-06-16","1318_20m","Central Erie",20,41.884167,-81.145556,2011,6,16,167,2011.45479452055,0,0,0.332409071,0.783143294,0.153926678,0.029216087,1.135258007,0.163437123,1.29869513,"1318_20m"
"424","20110616-1319_15m","2011-06-16","1319_15m","Central Erie",15,41.841111,-81.145556,2011,6,16,167,2011.45479452055,0,0,0.297443688,0.171940846,0.000727264,0,0.369522254,0.100589544,0.470111798,"1319_15m"
"425","20110616-1320_10m","2011-06-16","1320_10m","Central Erie",10,41.823056,-81.145556,2011,6,16,167,2011.45479452055,0.004179798,0.014445382,0.139790279,0.066669466,8.92e-05,0,0.225084925,8.92e-05,0.225174125,"1320_10m"
"426","20110701-1279_20m","2011-07-01","1279_20m","Central Erie",20,41.85916667,-81.33722222,2011,7,1,182,2011.49589041096,0.043016008,0.010037068,0.215171806,0.233386696,0.000516192,0,0.497940879,0.004186891,0.50212777,"1279_20m"
"427","20110701-1280_15m","2011-07-01","1280_15m","Central Erie",15,41.812222,-81.310556,2011,7,1,182,2011.49589041096,0.009389111,0.067293563,0.318111042,0.496640513,0.794242791,0,0.891434229,0.794242791,1.68567702,"1280_15m"
"428","20110701-1281_10m","2011-07-01","1281_10m","Central Erie",10,41.750278,-81.310556,2011,7,1,182,2011.49589041096,0,0,0.270810327,0.266137001,1.48885912,0,0.52105019,1.504756258,2.025806448,"1281_10m"
"429","20110701-1281_5m","2011-07-01","1281_5m","Central Erie",5,41.765278,-81.310556,2011,7,1,182,2011.49589041096,3.204541225,0,1.988636755,2.956511897,1.399723654,0,7.942953197,1.606460334,9.549413531,"1281_5m"
"430","20110701-1310_5m","2011-07-01","1310_5m","Central Erie",5,41.788611,-81.213333,2011,7,1,182,2011.49589041096,0.003051505,0.030823536,1.965699472,0.329998248,0.007821067,0,2.250416854,0.086976974,2.337393828,"1310_5m"
"431","20110701-1318_20m","2011-07-01","1318_20m","Central Erie",20,41.884167,-81.145556,2011,7,1,182,2011.49589041096,0.009769593,0.008336719,0.790633588,0.224726682,0.509953978,0,1.033466582,0.509953978,1.54342056,"1318_20m"
"432","20110701-1319_15m","2011-07-01","1319_15m","Central Erie",15,41.841111,-81.145556,2011,7,1,182,2011.49589041096,0.021679671,0,0.979734431,0.539769233,0.08313756,0,1.541183335,0.08313756,1.624320895,"1319_15m"
"433","20110701-1320_10m","2011-07-01","1320_10m","Central Erie",10,41.823056,-81.145556,2011,7,1,182,2011.49589041096,0.24901563,0,0.944558859,1.709703869,5.49878869,0.02235023,2.776272289,5.648144989,8.424417278,"1320_10m"
"434","20110712-1279_20m","2011-07-12","1279_20m","Central Erie",20,41.85916667,-81.33722222,2011,7,12,193,2011.52602739726,0,0,0.126709556,0.112913174,0.152646023,0.009930072,0.233784216,0.168414609,0.402198825,"1279_20m"
"435","20110712-1280_15m","2011-07-12","1280_15m","Central Erie",15,41.812222,-81.310556,2011,7,12,193,2011.52602739726,0.000970413,0,0.179946029,0.23694716,2.035792278,0,0.342917847,2.110738033,2.45365588,"1280_15m"
"436","20110712-1281_10m","2011-07-12","1281_10m","Central Erie",10,41.750278,-81.310556,2011,7,12,193,2011.52602739726,0.064206209,0.007431274,0.234154494,0.357952106,2.593950768,0,0.435331487,2.822363364,3.257694851,"1281_10m"
"437","20110712-1281_5m","2011-07-12","1281_5m","Central Erie",5,41.765278,-81.310556,2011,7,12,193,2011.52602739726,0.015154683,0.019604052,0.342503009,0.164126884,0.332091961,0,0.537654523,0.335826066,0.873480589,"1281_5m"
"438","20110712-1310_5m","2011-07-12","1310_5m","Central Erie",5,41.788611,-81.213333,2011,7,12,193,2011.52602739726,0.003741002,0,0.172560951,0.141040765,4.782954753,0,0.256568893,4.843728578,5.100297471,"1310_5m"
"439","20110712-1318_20m","2011-07-12","1318_20m","Central Erie",20,41.884167,-81.145556,2011,7,12,193,2011.52602739726,0.003961911,0,0.07777819,0.137853319,0.051049907,0,0.207071823,0.063571504,0.270643327,"1318_20m"
"440","20110712-1319_15m","2011-07-12","1319_15m","Central Erie",15,41.841111,-81.145556,2011,7,12,193,2011.52602739726,0,0.010475084,0.244331324,0.126392358,1.05728147,0,0.381198766,1.05728147,1.438480236,"1319_15m"
"441","20110712-1320_10m","2011-07-12","1320_10m","Central Erie",10,41.823056,-81.145556,2011,7,12,193,2011.52602739726,0.002466836,0,0.16051139,0.134893122,8.831035155,0,0.291447295,8.837459208,9.128906503,"1320_10m"
"442","20120607-1279_20m","2012-06-07","1279_20m","Central Erie",12,41.85916667,-81.33722222,2012,6,7,159,2012.43169398907,0.000863064,0.002109712,0.345777036,0.012498447,0.000106551,0,0.361248259,0.000106551,0.36135481,"1279_20m"
"443","20120607-1280_15m","2012-06-07","1280_15m","Central Erie",15,41.812222,-81.310556,2012,6,7,159,2012.43169398907,1.341846158,0.008678641,0.372544297,0.098298921,0.612839889,0,1.821368017,0.612839889,2.434207906,"1280_15m"
"444","20120607-1281_10m","2012-06-07","1281_10m","Central Erie",10,41.750278,-81.310556,2012,6,7,159,2012.43169398907,0.0024405,0,0.060812221,0.268202867,8.776289634,0,0.331455588,8.776289634,9.107745222,"1281_10m"
"445","20120607-1281_5m","2012-06-07","1281_5m","Central Erie",5,41.765278,-81.310556,2012,6,7,159,2012.43169398907,0.369390401,0.048256752,0.280363772,0.077619478,0.146405624,0,0.775630403,0.146405624,0.922036027,"1281_5m"
"446","20120607-1310_5m","2012-06-07","1310_5m","Central Erie",5,41.788611,-81.213333,2012,6,7,159,2012.43169398907,0.332687263,0,0.566944273,0.137628527,0.102294226,0,0.960613608,0.178940681,1.139554289,"1310_5m"
"447","20120607-1318_20m","2012-06-07","1318_20m","Central Erie",20,41.884167,-81.145556,2012,6,7,159,2012.43169398907,0.330542727,0.014454114,0.726187689,0.132231432,0.473092195,0.047216773,1.249669127,0.474055803,1.72372493,"1318_20m"
"448","20120607-1319_15m","2012-06-07","1319_15m","Central Erie",15,41.841111,-81.145556,2012,6,7,159,2012.43169398907,0.070240987,0,0.379892676,0.062248777,0.157994467,0,0.51238244,0.157994467,0.670376907,"1319_15m"
"449","20120607-1320_10m","2012-06-07","1320_10m","Central Erie",10,41.823056,-81.145556,2012,6,7,159,2012.43169398907,0.029359144,0,0.264795727,0.055074066,0.047717843,0,0.349228937,0.047717843,0.39694678,"1320_10m"
"450","20120618-1279_20m","2012-06-18","1279_20m","Central Erie",20,41.85916667,-81.33722222,2012,6,18,170,2012.46174863388,0.107108582,0,1.023512605,0.348111007,0,0,1.478732194,0,1.478732194,"1279_20m"
"451","20120629-1310_5m","2012-06-29","1310_5m","Central Erie",5,41.788611,-81.213333,2012,6,29,181,2012.49180327869,6.71484181,0,0.624893179,0.312938068,0.60982186,0.142526661,7.795199718,0.60982186,8.405021578,"1310_5m"
"452","20120629-1318_20m","2012-06-29","1318_20m","Central Erie",20,41.884167,-81.145556,2012,6,29,181,2012.49180327869,2.560058709,0.123973702,0.779964791,0.157424971,1.411956376,0.943094067,3.620628224,2.355844392,5.976472616,"1318_20m"
"453","20120629-1319_15m","2012-06-29","1319_15m","Central Erie",15,41.841111,-81.145556,2012,6,29,181,2012.49180327869,5.52510623,0.554613619,2.286880434,0.814733113,0.410243278,4.025124431,9.260131189,4.356569916,13.616701105,"1319_15m"
"454","20120629-1320_10m","2012-06-29","1320_10m","Central Erie",10,41.823056,-81.145556,2012,6,29,181,2012.49180327869,5.515625611,1.209340331,1.390217273,0.75337852,1.769886645,0,8.802763798,1.835684582,10.63844838,"1320_10m"
"455","20120705-1279_20m","2012-07-05","1279_20m","Central Erie",20,41.85916667,-81.33722222,2012,7,5,187,2012.50819672131,0,0.497517389,0.279666531,0.05928184,0.724020281,0.717064351,0.83646576,1.441084632,2.277550392,"1279_20m"
"456","20120705-1280_15m","2012-07-05","1280_15m","Central Erie",15,41.812222,-81.310556,2012,7,5,187,2012.50819672131,1.05999939,0.831742562,1.031884256,1.153502319,9.06893969,8.670471716,4.843706463,16.97283347,21.816539933,"1280_15m"
"457","20120705-1281_10m","2012-07-05","1281_10m","Central Erie",10,41.750278,-81.310556,2012,7,5,187,2012.50819672131,0,0,0.138395777,0.21569421,0.288078104,1.131236676,0.354089987,1.41931478,1.773404767,"1281_10m"
"458","20120705-1281_5m","2012-07-05","1281_5m","Central Erie",5,41.765278,-81.310556,2012,7,5,187,2012.50819672131,2.198035665,0,0.663848787,0.357607588,1.987831971,0,3.209952866,1.997371145,5.207324011,"1281_5m"
"459","20120705-1310_5m","2012-07-05","1310_5m","Central Erie",5,41.788611,-81.213333,2012,7,5,187,2012.50819672131,0.424014211,0,0.063131005,0.171099082,1.639088738,0,0.388497345,1.908835691,2.297333036,"1310_5m"
"460","20120705-1318_20m","2012-07-05","1318_20m","Central Erie",20,41.884167,-81.145556,2012,7,5,187,2012.50819672131,0.069191757,0.860302248,0.387632074,0.112310445,1.161016317,0.015941377,1.441754861,1.164639357,2.606394218,"1318_20m"
"461","20120705-1319_15m","2012-07-05","1319_15m","Central Erie",15,41.841111,-81.145556,2012,7,5,187,2012.50819672131,2.454280558,0.512418689,0.425741804,0.277746599,17.704341084,0.087240919,3.755648142,17.706121511,21.461769653,"1319_15m"
"462","20120705-1320_10m","2012-07-05","1320_10m","Central Erie",10,41.823056,-81.145556,2012,7,5,187,2012.50819672131,5.43523013,0,0.663925693,1.117660372,61.907374247,1.18795594,7.215334252,63.09681213,70.312146382,"1320_10m"
"463","20120717-1280_15m","2012-07-17","1280_15m","Central Erie",15,41.812222,-81.310556,2012,7,17,199,2012.54098360656,1.047467473,0.118026029,0.273604218,0.503964275,0.468455739,0.316567458,2.253978331,0.474106861,2.728085192,"1280_15m"
"464","20120717-1281_10m","2012-07-17","1281_10m","Central Erie",10,41.750278,-81.310556,2012,7,17,199,2012.54098360656,0.021176501,0,0.091540175,0.094680929,0.00050324,0,0.207397605,0.00050324,0.207900845,"1281_10m"
"465","20120717-1281_5m","2012-07-17","1281_5m","Central Erie",5,41.765278,-81.310556,2012,7,17,199,2012.54098360656,7.742087732,0.483005815,0.259368049,0.475839309,0.958952843,0,8.960300905,0.958952843,9.919253748,"1281_5m"
"466","20120718-1279_20m","2012-07-18","1279_20m","Central Erie",20,41.85916667,-81.33722222,2012,7,18,200,2012.54371584699,0.221721915,0.021405155,0.127232741,0.06102274,0.428028213,0,0.431382551,0.428028213,0.859410764,"1279_20m"
"467","20120718-1280_15m","2012-07-18","1280_15m","Central Erie",15,41.812222,-81.310556,2012,7,18,200,2012.54371584699,0.41642994,0,0.310394699,0.116042728,1.639615379,0,0.76087879,1.721603956,2.482482746,"1280_15m"
"468","20120718-1281_10m","2012-07-18","1281_10m","Central Erie",10,41.750278,-81.310556,2012,7,18,200,2012.54371584699,0.512104869,0,0.095525334,0.225421308,0.17604226,0.941951908,0.833051511,1.117994168,1.951045679,"1281_10m"
"469","20120718-1281_5m","2012-07-18","1281_5m","Central Erie",5,41.765278,-81.310556,2012,7,18,200,2012.54371584699,0.119067464,0,0.150341213,0.424178496,0.665063158,5.680977031,0.693587173,6.346040189,7.039627362,"1281_5m"
"470","20120718-1310_5m","2012-07-18","1310_5m","Central Erie",5,41.788611,-81.213333,2012,7,18,200,2012.54371584699,0.728921728,0,0.035070414,0.290789948,0.09831763,0.060235443,1.115017533,0.09831763,1.213335163,"1310_5m"
"471","20120718-1318_20m","2012-07-18","1318_20m","Central Erie",20,41.884167,-81.145556,2012,7,18,200,2012.54371584699,3.889335943,0.123889546,0.159179192,0.462351167,0.620295758,0,4.625697689,0.629353917,5.255051606,"1318_20m"
"472","20120718-1319_15m","2012-07-18","1319_15m","Central Erie",15,41.841111,-81.145556,2012,7,18,200,2012.54371584699,2.697480529,0.064375024,0.108870337,0.485760658,5.066519232,0,3.356486548,5.066519232,8.42300578,"1319_15m"
"473","20120718-1320_10m","2012-07-18","1320_10m","Central Erie",10,41.823056,-81.145556,2012,7,18,200,2012.54371584699,5.159400387,0.027230103,0.106108863,0.37570959,0.166789738,1.536612669,5.673490799,1.698360551,7.37185135,"1320_10m"
"474","20130617-1281_10m","2013-06-17","1281_10m","Central Erie",10,41.750278,-81.310556,2013,6,17,168,2013.45753424658,0.066654315,0,0.349121896,0.095878783,0.037913841,0,0.511654994,0.037913841,0.549568835,"1281_10m"
"475","20130617-1281_5m","2013-06-17","1281_5m","Central Erie",5,41.765278,-81.310556,2013,6,17,168,2013.45753424658,0.00892426,0.003003899,0.263462786,0.031321902,0.062499869,0,0.297701151,0.071511565,0.369212716,"1281_5m"
"476","20130703-1279_20m","2013-07-03","1279_20m","Central Erie",20,41.85916667,-81.33722222,2013,7,3,184,2013.50136986301,0.681395355,0,0.515830378,0.565998897,0.019535752,0,1.76322463,0.019535752,1.782760382,"1279_20m"
"477","20130703-1280_15m","2013-07-03","1280_15m","Central Erie",15,41.812222,-81.310556,2013,7,3,184,2013.50136986301,0.759658367,0,0.246185508,0.047498235,0.023913297,0,0.924661437,0.15259397,1.077255407,"1280_15m"
"478","20130703-1281_10m","2013-07-03","1281_10m","Central Erie",10,41.750278,-81.310556,2013,7,3,184,2013.50136986301,0.091905058,0,0.070049132,0.301167657,0.04546767,0,0.463121847,0.04546767,0.508589517,"1281_10m"
"479","20130703-1281_5m","2013-07-03","1281_5m","Central Erie",5,41.765278,-81.310556,2013,7,3,184,2013.50136986301,0.05400193,0,0.043047809,0.07081087,0.007186242,0,0.167860609,0.007186242,0.175046851,"1281_5m"
"480","20130703-1310_5m","2013-07-03","1310_5m","Central Erie",5,41.788611,-81.213333,2013,7,3,184,2013.50136986301,0.013106296,0,0.026216269,0.02698031,0.107413935,0.03116697,0.097469845,0.107413935,0.20488378,"1310_5m"
"481","20130703-1318_20m","2013-07-03","1318_20m","Central Erie",20,41.884167,-81.145556,2013,7,3,184,2013.50136986301,0.012014997,0,0.327973784,0.036573347,0.147765238,0,0.376562128,0.147765238,0.524327366,"1318_20m"
"482","20130703-1319_15m","2013-07-03","1319_15m","Central Erie",15,41.841111,-81.145556,2013,7,3,184,2013.50136986301,0.013064454,0.001823326,0.318431616,0.108911963,0.005014146,0,0.425479554,0.021765951,0.447245505,"1319_15m"
"483","20130703-1320_10m","2013-07-03","1320_10m","Central Erie",10,41.823056,-81.145556,2013,7,3,184,2013.50136986301,0.076096972,0.035413663,0.058720302,0.017652089,0.006205739,0,0.187883026,0.006205739,0.194088765,"1320_10m"
