"","Sample_ID","Sample_date","Sample_site","Water_body","Depth_m","Surface_temp","Latitude","Longitude","Year","Month","Day","DOY","Time","Sm_cladocerans","Lg_cladocerans","Cyclopoids","Calanoids","Rotifers","Nauplii","Veligers","Leptodora","TotalZP"
"263","20050601-1318_20m","2005-06-01","1318_20m","Central Erie",20,16.7,41.884167,-81.145556,2005,6,1,152,2005.41369863014,27.0640490916369,0.898970937873172,185.196333186473,92.2200950821284,7.78572571458753,0.529456408645104,0,0,313.694630421344
"264","20050601-1319_15m","2005-06-01","1319_15m","Central Erie",15,16.4,41.841111,-81.145556,2005,6,1,152,2005.41369863014,11.4666520027835,0.182585749167171,22.9773976475059,27.5172686148794,1.37601689179357,0.308035646608172,0,0,63.8279565527377
"265","20050613-1279_20m","2005-06-13","1279_20m","Central Erie",20,22.8,41.85916667,-81.33972222,2005,6,13,164,2005.44657534247,52.8517872279609,0.599884887333866,45.8735102831079,160.820701751068,120.140565359934,0.359083879215379,0.139883490589451,0,380.785416879209
"266","20050613-1280_15m","2005-06-13","1280_15m","Central Erie",15,23.2,41.812222,-81.310556,2005,6,13,164,2005.44657534247,23.6999971403453,5.36180153345826,21.9762348270349,154.466484542671,66.0551186452213,0.246595927114226,0.314363611431703,3.91682573102741,276.037421958304
"267","20050613-1281_10m","2005-06-13","1281_10m","Central Erie",10,22.8,41.750278,-81.310556,2005,6,13,164,2005.44657534247,30.7108100913815,11.6277379765318,33.8875858782367,128.062062434144,32.6277314600443,1.35105695047135,1.19643499228477,0.485913520632409,239.949333303726
"268","20050613-1281_5m","2005-06-13","1281_5m","Central Erie",5,23,41.765278,-81.310556,2005,6,13,164,2005.44657534247,5.72233878719965,20.6965858504893,48.0148107415307,231.120831629814,56.7495887061758,2.09503536153596,0.244456585496128,0,364.643647662242
"269","20050613-1310_5m","2005-06-13","1310_5m","Central Erie",5,22.8,41.788611,-81.213333,2005,6,13,164,2005.44657534247,5.94285295129893,9.60863102456517,12.240748821396,25.0413513597652,27.2468570524236,1.5019350568924,0.13627824598663,0,81.718654512328
"270","20050613-1318_20m","2005-06-13","1318_20m","Central Erie",20,22.4,41.884167,-81.145556,2005,6,13,164,2005.44657534247,58.7252268712561,0,118.187824806985,132.165384341276,56.4351811580557,0.0602813625402386,0.0779054093629368,0,365.651803949476
"271","20050613-1319_15m","2005-06-13","1319_15m","Central Erie",15,23,41.841111,-81.145556,2005,6,13,164,2005.44657534247,26.2836341874512,6.46024271427619,19.7190917147388,215.768273456046,145.74959454527,0.218752654837687,0.269665235836457,0,414.469254508455
"272","20050613-1320_10m","2005-06-13","1320_10m","Central Erie",10,23,41.823056,-81.145556,2005,6,13,164,2005.44657534247,28.5530547398758,8.15612484632864,30.5338809558701,156.669412467997,166.345618251452,0.720592363434956,0.813941408496475,3.92847542363369,395.721100457089
"273","20050627-1279_20m","2005-06-27","1279_20m","Central Erie",20,23.3,41.85916667,-81.33972222,2005,6,27,178,2005.48493150685,28.8804839000943,3.19385095805023,8.03755546144073,231.697634344077,56.5821745770576,1.59791435224889,0.457800514656385,0,330.447414107625
"274","20050627-1280_15m","2005-06-27","1280_15m","Central Erie",15,23.3,41.812222,-81.310556,2005,6,27,178,2005.48493150685,37.1486630162392,10.2073085708787,57.5675489586637,365.363158004765,72.3572440970207,2.62646033892382,0.60360684295448,0,545.873989829445
"275","20050627-1281_10m","2005-06-27","1281_10m","Central Erie",10,24.1,41.750278,-81.310556,2005,6,27,178,2005.48493150685,4.92537287019647,26.2269508338645,48.6782934715446,236.589513550759,42.0754959575691,3.51600685037317,0,0,362.011633534307
"276","20050627-1281_5m","2005-06-27","1281_5m","Central Erie",5,23.8,41.765278,-81.310556,2005,6,27,178,2005.48493150685,15.3721754554746,15.393245368228,14.9223109129005,49.1987999688703,1.68202222282799,1.44726040672148,0.201202280984827,0,98.2170166160077
"277","20050627-1310_5m","2005-06-27","1310_5m","Central Erie",5,23.6,41.788611,-81.213333,2005,6,27,178,2005.48493150685,19.1093353416532,18.8463033120851,56.0312029048969,188.79781706977,9.02682940575706,2.62543110905935,0.287995421801811,1.15270341607654,295.8776179811
"278","20050627-1318_20m","2005-06-27","1318_20m","Central Erie",20,23.2,41.884167,-81.145556,2005,6,27,178,2005.48493150685,27.0202412855003,5.73317206113501,34.8455878386919,238.003460093977,83.377788215291,1.51002355290946,0.228730512977189,0,390.719003560482
"279","20050627-1319_15m","2005-06-27","1319_15m","Central Erie",15,23.6,41.841111,-81.145556,2005,6,27,178,2005.48493150685,25.6765241957443,18.4058729759505,14.8295420765385,389.232493990744,110.351246930803,1.86574485129944,5.85031712541197,0,566.211742146491
"280","20050627-1320_10m","2005-06-27","1320_10m","Central Erie",10,23.5,41.823056,-81.145556,2005,6,27,178,2005.48493150685,16.3742273013748,37.0984410424409,36.005556396912,376.155779888835,55.4710678349084,2.13469236996409,1.41802623844489,0,524.65779107288
"281","20050713-1279_20m","2005-07-13","1279_20m","Central Erie",20,24.8,41.99416667,-81.33972222,2005,7,13,194,2005.52876712329,5.15052033456157,5.62513048137501,8.2021761614179,367.504872919317,57.3662786693655,0.114126180253451,2.74492685632087,0,446.708031602611
"282","20050713-1280_15m","2005-07-13","1280_15m","Central Erie",15,25.1,41.812222,-81.310556,2005,7,13,194,2005.52876712329,145.331778322136,9.49441444307325,15.3132428898143,98.0297720493306,18.6393876103298,0.790739651642545,0.165729382362678,0,287.765064348689
"283","20050713-1281_10m","2005-07-13","1281_10m","Central Erie",10,24.4,41.750278,-81.310556,2005,7,13,194,2005.52876712329,5.76734701513119,36.3582054133857,22.2538657904909,295.935448927663,42.7888459437354,0.302787323169101,0.304585019831869,0,403.711085433408
"284","20050713-1281_5m","2005-07-13","1281_5m","Central Erie",5,24.5,41.765278,-81.310556,2005,7,13,194,2005.52876712329,0.347619187150791,11.5450100609166,7.18691770979172,100.085863263827,10.3870818129309,0.370070664626015,0.00885694463028685,0,129.931419643874
"285","20050713-1310_5m","2005-07-13","1310_5m","Central Erie",5,24.9,42.05,-81.21194444,2005,7,13,194,2005.52876712329,3.35670838105194,98.327680451412,25.7381498802276,190.547681036534,31.684225941783,0.449617714647894,0.116389961353318,0.666588114996018,350.887041482006
"286","20050713-1318_20m","2005-07-13","1318_20m","Central Erie",20,24.8,41.884167,-81.145556,2005,7,13,194,2005.52876712329,2.74881643763966,3.42316280794263,7.89439353661489,289.898483565472,11.0563818102827,0.0533112067283748,3.7782036043453,0,318.852752969026
"287","20050713-1319_15m","2005-07-13","1319_15m","Central Erie",15,24.8,41.88361111,-81.405,2005,7,13,194,2005.52876712329,104.208451365948,33.8157502607939,63.1831038452573,535.598244126455,43.8911774483825,0.657921688938205,0.840501660194126,0,782.195150395969
"288","20050713-1320_10m","2005-07-13","1320_10m","Central Erie",10,24.6,41.82722222,-81.15138889,2005,7,13,194,2005.52876712329,15.5159538909465,59.2815273273332,37.9933165969202,320.398749783368,78.8096928384905,0.248681094598837,1.24605232293513,0,513.493973854592
"289","20050725-1279_20m","2005-07-25","1279_20m","Central Erie",20,26,41.85916667,-81.33972222,2005,7,25,206,2005.56164383562,6.86196284607788,4.36512243654581,1.9162451323182,148.01047533527,24.0648185492991,0.152474820040238,0.0905823882642973,0,185.461681507816
"290","20050725-1280_15m","2005-07-25","1280_15m","Central Erie",15,26.1,41.812222,-81.310556,2005,7,25,206,2005.56164383562,1.62888701335624,51.2264384316222,31.4778354152356,118.393097004316,20.8270385524071,0.174712557656252,0.0372628325883104,0,223.765271807182
"291","20050725-1281_10m","2005-07-25","1281_10m","Central Erie",10,25.9,41.750278,-81.310556,2005,7,25,206,2005.56164383562,7.00731309550555,24.6099263231166,71.2810178007509,73.0252752592767,41.0570946102398,0.586430457723928,0.0955301886952348,0,217.662587735309
"292","20050725-1281_5m","2005-07-25","1281_5m","Central Erie",5,26.1,41.765278,-81.310556,2005,7,25,206,2005.56164383562,2.81901327579867,61.2109908459904,217.222611754968,205.77828567359,10.7046829425205,0.0829499929697208,0,0,497.818534485837
"293","20050725-1310_5m","2005-07-25","1310_5m","Central Erie",5,26.4,41.788611,-81.213333,2005,7,25,206,2005.56164383562,40.8225032479603,121.909808112976,171.290170347974,195.97215968599,16.67368205924,0.44773946367472,0.0276258931258163,0.115017458914066,547.258706269855
"294","20050725-1318_20m","2005-07-25","1318_20m","Central Erie",20,26.2,41.884167,-81.145556,2005,7,25,206,2005.56164383562,0.864097045291988,3.39702134984163,1.89864313410097,73.4799389904992,21.1866228377009,0.0404590437045809,0.0901415273293032,0.0772571420128531,101.034181070481
"295","20050725-1319_15m","2005-07-25","1319_15m","Central Erie",15,26.2,41.841111,-81.145556,2005,7,25,206,2005.56164383562,1.5161663874045,14.4725593512107,7.72789434558017,123.513756938387,9.4443976964416,0.0487823974777822,0.0109671581197628,0,156.734524274621
"296","20050725-1320_10m","2005-07-25","1320_10m","Central Erie",10,26.6,41.823056,-81.145556,2005,7,25,206,2005.56164383562,2.28947304481331,114.713136911994,27.4807808189215,285.096343000338,4.04206106750158,0.179610710871602,0,0,433.80140555444
"297","20060601-1279_20m","2006-06-01","1279_20m","Central Erie",20,19.3,41.85916667,-81.33722222,2006,6,1,152,2006.41369863014,81.9843924241697,120.242073417056,279.608793721787,350.587565019105,27.8085916999432,0.0316950280463776,0,0,860.263111310107
"298","20060601-1280_15m","2006-06-01","1280_15m","Central Erie",15,19.3,41.812222,-81.310556,2006,6,1,152,2006.41369863014,264.705057926241,53.2211472320512,355.12531554981,441.899994749757,9.67852959051173,0.813096129291312,0,0,1125.44314117766
"299","20060601-1281_10m","2006-06-01","1281_10m","Central Erie",10,19.2,41.750278,-81.310556,2006,6,1,152,2006.41369863014,34.3799357852159,37.0736994078043,242.163270584485,815.499820527377,5.1170283331754,1.34315509890779,0.495093253209855,0.302763812240834,1136.37476680242
"300","20060601-1281_5m","2006-06-01","1281_5m","Central Erie",5,20.8,41.765278,-81.310556,2006,6,1,152,2006.41369863014,42.1923967101366,91.6525664999466,223.600122780055,439.251623292501,3.11831493386996,4.51336451328251,0.252946610422945,0,804.581335340215
"301","20060601-1310_5m","2006-06-01","1310_5m","Central Erie",5,20.2,41.788611,-81.213333,2006,6,1,152,2006.41369863014,2.87540929557052,71.8367700588845,152.686239114203,263.479301381114,0.933054011877359,2.57587869629859,0,0,494.386652557948
"302","20060601-1318_20m","2006-06-01","1318_20m","Central Erie",20,19.9,41.884167,-81.145556,2006,6,1,152,2006.41369863014,87.6011585426502,221.09124604811,354.667267011182,249.660871761265,51.2986352084239,0.225924076863009,0,0,964.545102648494
"303","20060601-1319_15m","2006-06-01","1319_15m","Central Erie",15,19.4,41.841111,-81.145556,2006,6,1,152,2006.41369863014,174.221635869309,56.1237775977502,344.779728220692,347.120891905501,26.1696745713093,0.439533784082852,0,0,948.855241948644
"304","20060601-1320_10m","2006-06-01","1320_10m","Central Erie",10,20.2,41.823056,-81.145556,2006,6,1,152,2006.41369863014,4.88863713879687,88.224276270233,385.162796076433,784.349672372593,20.0269366336664,4.92844439662777,0,3.24809549441154,1290.82885838276
"305","20060616-1279_20m","2006-06-16","1279_20m","Central Erie",20,18.8,41.85916667,-81.33722222,2006,6,16,167,2006.45479452055,18.3666706987742,441.696318818283,142.346636064345,1037.13568947059,317.24567940229,1.43793466499851,0,2.73828540177182,1960.96721452106
"306","20060616-1280_15m","2006-06-16","1280_15m","Central Erie",15,20.5,41.812222,-81.310556,2006,6,16,167,2006.45479452055,4.00922090236294,836.984784488117,59.5508726284021,772.643513067424,549.045948692478,1.90122485149797,0,0,2224.13556463028
"307","20060616-1281_10m","2006-06-16","1281_10m","Central Erie",10,20.8,41.750278,-81.310556,2006,6,16,167,2006.45479452055,5.47688760234066,245.944220281134,110.621828201628,485.210590755667,22.2034001035749,1.31670987914523,0,0,870.77363682349
"308","20060616-1281_5m","2006-06-16","1281_5m","Central Erie",5,21.5,41.765278,-81.310556,2006,6,16,167,2006.45479452055,24.0598730522119,100.309036070585,127.526846602281,629.323320999923,9.75360237717119,1.64549058502161,0,0,892.618169687194
"309","20060616-1310_5m","2006-06-16","1310_5m","Central Erie",5,21.4,41.788611,-81.213333,2006,6,16,167,2006.45479452055,15.4778672428739,713.351098159486,43.7196022003798,1479.8559445888,0.784189856491572,1.53612273905384,0,0,2254.72482478709
"310","20060616-1318_20m","2006-06-16","1318_20m","Central Erie",20,18.7,41.884167,-81.145556,2006,6,16,167,2006.45479452055,27.9747527668001,458.223874197232,59.9399977236045,610.795566792974,167.852869923519,1.00792859886289,0,7.76427869116147,1333.55926869415
"311","20060616-1319_15m","2006-06-16","1319_15m","Central Erie",15,21.1,41.841111,-81.145556,2006,6,16,167,2006.45479452055,28.9116793328213,185.005515598273,162.035192718278,413.913177204061,3.79223320357425,1.01333337401569,0,0,794.671131431023
"312","20060616-1320_10m","2006-06-16","1320_10m","Central Erie",10,21.4,41.823056,-81.145556,2006,6,16,167,2006.45479452055,12.5389060675988,226.458142371283,170.278203627811,201.694443934645,8.17209685085389,0.524841381012003,0,0,619.666634233203
"313","20060628-1310_5m","2006-06-28","1310_5m","Central Erie",5,21.8,41.788611,-81.213333,2006,6,28,179,2006.48767123288,6.02509269519249,46.1701390474102,44.8197337619207,99.466852479811,11.078535346096,1.93746204448205,0,0.279760101035249,209.777575475948
"314","20060628-1318_20m","2006-06-28","1318_20m","Central Erie",20,21.5,41.884167,-81.145556,2006,6,28,179,2006.48767123288,1.45895108807513,77.0410211721839,41.2966311906769,419.230231216221,161.500260366217,1.73588964769175,0.0790727672241849,0,702.342057448289
"315","20060628-1319_15m","2006-06-28","1319_15m","Central Erie",15,21.2,41.841111,-81.145556,2006,6,28,179,2006.48767123288,1.05746663533268,104.06665468688,5.69951791342593,268.741842673768,64.1817076782457,1.02435355341031,0,0,444.771543141062
"316","20060628-1320_10m","2006-06-28","1320_10m","Central Erie",10,21.4,41.823056,-81.145556,2006,6,28,179,2006.48767123288,1.22028809009564,37.717621624136,23.3165431269776,266.377491626558,222.321562746087,3.35204065911351,0.0317917024066934,0,554.337339575374
"317","20060703-1279_20m","2006-07-03","1279_20m","Central Erie",20,21.1,41.85916667,-81.33722222,2006,7,3,184,2006.50136986301,0.0353006060941544,37.1778389870203,3.55960171273997,157.791791822021,78.671248656764,0.298298516377291,3.0724409540183,0,280.606521255035
"318","20060703-1280_15m","2006-07-03","1280_15m","Central Erie",15,22.4,41.812222,-81.310556,2006,7,3,184,2006.50136986301,17.875828724512,152.75122661355,86.3910231430965,633.270851024375,133.881099151697,2.13779265989207,0,0,1026.30782131712
"319","20060703-1281_10m","2006-07-03","1281_10m","Central Erie",10,22.7,41.750278,-81.310556,2006,7,3,184,2006.50136986301,5.13291164353005,129.972821557986,732.901918777146,981.404890587265,19.035202551655,2.46370189381852,0,12.468878269018,1883.38032528042
"320","20060703-1281_5m","2006-07-03","1281_5m","Central Erie",5,23.3,41.765278,-81.310556,2006,7,3,184,2006.50136986301,0.195705983750925,172.49639727496,1038.54197321064,1393.73784772071,0.741854628802939,3.09182262582934,0,7.78476666723335,2616.59036811193
"321","20060711-1279_20m","2006-07-11","1279_20m","Central Erie",20,21.4,41.85916667,-81.33722222,2006,7,11,192,2006.52328767123,0,11.6011882103586,0,6.38788960981268,58.8216408717334,0.135980250907146,0,0,76.9466989428119
"322","20060711-1280_15m","2006-07-11","1280_15m","Central Erie",15,22.9,41.812222,-81.310556,2006,7,11,192,2006.52328767123,0,46.9853656628256,3.77529706443992,82.9664230587696,38.6520735523183,0.864562885430137,0.0900782954732751,0,173.333800519257
"323","20060711-1281_10m","2006-07-11","1281_10m","Central Erie",10,23.7,41.750278,-81.310556,2006,7,11,192,2006.52328767123,0.792374541462583,64.0972807360977,318.545445652234,467.383924185142,2.72864128436681,2.41007628712599,0,0,855.957742686429
"324","20060711-1281_5m","2006-07-11","1281_5m","Central Erie",5,24,41.765278,-81.310556,2006,7,11,192,2006.52328767123,0.711935573892576,26.2290942702802,264.188637716368,649.756718410052,9.5492876868001,3.27711601462696,0,0,953.71278967202
"325","20060717-1279_20m","2006-07-17","1279_20m","Central Erie",20,24.3,41.85916667,-81.33722222,2006,7,17,198,2006.5397260274,0,135.676922705571,5.89941929450409,125.477678756431,21.1679983324888,1.15535715022334,0.121344714728198,0,289.498720953947
"326","20060717-1280_15m","2006-07-17","1280_15m","Central Erie",15,24.3,41.812222,-81.310556,2006,7,17,198,2006.5397260274,0,123.363985619306,3.62169371199082,574.131111845844,39.722429486988,4.09170444761441,0.417379021312232,0,745.348304133055
"327","20060717-1281_10m","2006-07-17","1281_10m","Central Erie",10,25.2,41.750278,-81.310556,2006,7,17,198,2006.5397260274,0,545.868030920903,17.0376430403016,1666.76227782636,12.6705676111058,6.41837883987817,0,0,2248.75689823855
"328","20060717-1281_5m","2006-07-17","1281_5m","Central Erie",5,25.9,41.765278,-81.310556,2006,7,17,198,2006.5397260274,3.20760715587958,29.318229177329,52.9124766024572,1143.272864741,3.60734063135192,10.1149558905183,0.650380804954643,2.44187139251075,1245.52572639601
"329","20060718-1310_5m","2006-07-18","1310_5m","Central Erie",5,26.2,41.788611,-81.213333,2006,7,18,199,2006.54246575342,1.07785905320476,172.080532692418,128.9821979973,1549.51828533264,3.85277389402346,43.9954304268048,1.76473790380684,0,1901.2718173002
"330","20060718-1318_20m","2006-07-18","1318_20m","Central Erie",20,24.2,41.884167,-81.145556,2006,7,18,199,2006.54246575342,0,27.9172386105069,0.481245722829425,36.4572167853459,14.4684042852777,0.788949706512586,0.812434716150768,0,80.9254898266232
"331","20060718-1319_15m","2006-07-18","1319_15m","Central Erie",15,24.4,41.841111,-81.145556,2006,7,18,199,2006.54246575342,0,47.1560606847774,0.824971572722813,257.218619550782,21.5193797162179,1.83495211194915,0.334446296285974,0,328.888429932735
"332","20060718-1320_10m","2006-07-18","1320_10m","Central Erie",10,25.6,41.823056,-81.145556,2006,7,18,199,2006.54246575342,0.32862682909786,430.051939636196,20.9258078953598,518.11454685503,45.871316213399,6.78037833203474,0.167860188707341,0,1022.24047594982
"333","20070607-1279_20m","2007-06-07","1279_20m","Central Erie",20,16.5,41.85916667,-81.33722222,2007,6,7,158,2007.4301369863,0.125482085904987,26.3931602793732,241.284910297522,193.997749809704,96.0115039997538,0.797953731247125,0,0,558.610760203505
"334","20070607-1280_15m","2007-06-07","1280_15m","Central Erie",15,18.4,41.812222,-81.310556,2007,6,7,158,2007.4301369863,8.26695277365941,60.3157163459002,113.575319868469,686.415697251253,530.794566152899,0.537477043448322,0,6.72416341666712,1406.6298928523
"335","20070607-1281_10m","2007-06-07","1281_10m","Central Erie",10,18.9,41.750278,-81.310556,2007,6,7,158,2007.4301369863,3.06068505293524,104.006207297418,43.0181812718244,591.270802732598,106.99461062561,0.648251217739856,0,3.68160781111812,852.680346009244
"336","20070607-1281_5m","2007-06-07","1281_5m","Central Erie",5,19.6,41.765278,-81.310556,2007,6,7,158,2007.4301369863,7.95521316674715,43.4608928311487,66.9010231740284,106.051449203496,1.92071172494393,0.879066522495652,0,0.818502261490415,227.98685888435
"337","20070607-1310_5m","2007-06-07","1310_5m","Central Erie",5,18.8,41.788611,-81.213333,2007,6,7,158,2007.4301369863,11.3205853270696,27.8532583245956,22.4669263633052,77.6713746080556,14.3530594387672,1.28484365306311,0,0.962022248435482,155.912069963292
"338","20070607-1318_20m","2007-06-07","1318_20m","Central Erie",20,15.5,41.884167,-81.145556,2007,6,7,158,2007.4301369863,1.34443014489,15.4433493949139,152.17915260216,42.9338194066454,60.4255622583303,0.912816643291613,0,0,273.239130450231
"339","20070607-1319_15m","2007-06-07","1319_15m","Central Erie",15,17.7,41.841111,-81.145556,2007,6,7,158,2007.4301369863,0.729387103120214,83.5746181340092,44.215906708656,466.091177418178,484.591926258999,0.264317176722828,0,0,1079.46733279969
"340","20070607-1320_10m","2007-06-07","1320_10m","Central Erie",10,18.5,41.823056,-81.145556,2007,6,7,158,2007.4301369863,1.36376608088644,102.317604840624,92.8624317385777,280.0637856333,277.628117484083,0.895337537086101,0,2.02705865161646,757.158101966173
"341","20070625-1279_20m","2007-06-25","1279_20m","Central Erie",20,8.21,41.85916667,-81.33722222,2007,6,25,176,2007.47945205479,5.48932281978295,42.0070553506472,74.9262915201586,346.490303842508,89.5256653808724,0.48311260571567,0.0538013425344042,0,558.975552862219
"342","20070625-1280_15m","2007-06-25","1280_15m","Central Erie",15,20.39,41.812222,-81.310556,2007,6,25,176,2007.47945205479,0.117161403077376,31.0579115895625,2.99517698283198,318.726858226917,80.0197542175371,0.333371200273129,0,0,433.250233620199
"343","20070625-1281_10m","2007-06-25","1281_10m","Central Erie",10,20.57,41.750278,-81.310556,2007,6,25,176,2007.47945205479,1.19219425471282,21.7224211218367,4.12734304965776,257.534618030043,19.0132420444442,2.12711308168999,0,0,305.716931582384
"344","20070625-1281_5m","2007-06-25","1281_5m","Central Erie",5,20.57,41.765278,-81.310556,2007,6,25,176,2007.47945205479,3.40028286837998,43.7661706751972,20.6571581377687,201.739383430238,30.6304328386695,3.10413691505495,0,0,303.297564865309
"345","20070625-1310_5m","2007-06-25","1310_5m","Central Erie",5,20.78,41.788611,-81.213333,2007,6,25,176,2007.47945205479,0.0999107841335076,3.85420058573153,0.705953361982843,4.55024752058928,9.86946420582536,1.0992062354391,0.0115769526930197,0,20.1905596463946
"346","20070625-1318_20m","2007-06-25","1318_20m","Central Erie",20,20.26,41.884167,-81.145556,2007,6,25,176,2007.47945205479,23.5705682322839,25.2463825469287,95.0661475373491,217.649340753306,81.3186898350229,0.303674451665472,0.109202724995482,0,443.264006081552
"347","20070625-1319_15m","2007-06-25","1319_15m","Central Erie",15,20.78,41.841111,-81.145556,2007,6,25,176,2007.47945205479,0.226469127130474,69.2157183594745,6.75151056885383,691.78585658331,169.908171673696,0.845129175032001,0,0,938.732855487496
"348","20070625-1320_10m","2007-06-25","1320_10m","Central Erie",10,21.36,41.823056,-81.145556,2007,6,25,176,2007.47945205479,0.0528855537263815,15.4521094657073,0.051476594301492,25.1648958029053,165.744607622836,2.64405210333206,0.063658039961249,0,209.17368518277
"349","20070706-1279_20m","2007-07-06","1279_20m","Central Erie",20,22.18,41.85916667,-81.33722222,2007,7,6,187,2007.5095890411,14.245452940115,132.393885202608,232.408373443289,146.548508765941,41.5410046642871,0.936779970930148,0.0712134133909932,0,568.145218400561
"350","20070706-1280_15m","2007-07-06","1280_15m","Central Erie",15,21.33,41.812222,-81.310556,2007,7,6,187,2007.5095890411,5.46908586263367,86.6665132256661,77.9714765489279,455.403467318556,18.5569154178593,1.10436315405487,2.04028507577649,0,647.212106603474
"351","20070706-1281_10m","2007-07-06","1281_10m","Central Erie",10,21.9,41.750278,-81.310556,2007,7,6,187,2007.5095890411,1.57848658264023,8.01700418316089,0.621632816394962,238.671151872735,31.6335747108927,1.59507813325834,0.575193387926164,0,282.692121687008
"352","20070706-1281_5m","2007-07-06","1281_5m","Central Erie",5,21.89,41.765278,-81.310556,2007,7,6,187,2007.5095890411,1.27556894218418,0,1.9727461960742,22.276490019686,0.314558995610819,1.67352906804497,0.33267628072828,0,27.8455695023285
"353","20070706-1310_5m","2007-07-06","1310_5m","Central Erie",5,22.49,41.788611,-81.213333,2007,7,6,187,2007.5095890411,3.45947036711653,1.03923657541135,1.15528347244351,0.956989137930575,0.111342746138539,0.435741470419814,0.261625840993083,0.031063747199716,7.45075335765311
"354","20070706-1318_20m","2007-07-06","1318_20m","Central Erie",20,21.73,41.884167,-81.145556,2007,7,6,187,2007.5095890411,11.2485083919297,38.7122845168302,164.088163448208,334.409204654054,25.0301604834729,0.438757701570762,0,0,573.927079196065
"355","20070706-1319_15m","2007-07-06","1319_15m","Central Erie",15,22.2,41.841111,-81.145556,2007,7,6,187,2007.5095890411,2.74553919916213,26.0666415340594,133.256174532521,227.684928380944,20.8189197594874,0.980868400350766,0,0,411.553071806524
"356","20070706-1320_10m","2007-07-06","1320_10m","Central Erie",10,22.35,41.823056,-81.145556,2007,7,6,187,2007.5095890411,0.92284082293393,21.2122380515333,4.59498860979624,53.1408705430646,8.9245837274208,0.552396436824767,0.565340446872838,0,89.9132586384465
"357","20070724-1279_20m","2007-07-24","1279_20m","Central Erie",20,22.69,41.85916667,-81.33722222,2007,7,24,205,2007.55890410959,0.0424384637813605,10.7033733817701,2.72451045628842,63.7091253457996,11.4148688629879,1.34420003130728,0.232556303104962,0,90.1710728450396
"358","20070724-1280_15m","2007-07-24","1280_15m","Central Erie",15,23.3,41.812222,-81.310556,2007,7,24,205,2007.55890410959,0.23815578000609,7.86864207569003,1.3813056680567,289.446710038823,0.97430684496307,0.460828629658744,0.594393106977539,0,300.964342144175
"359","20070724-1281_10m","2007-07-24","1281_10m","Central Erie",10,24.09,41.750278,-81.310556,2007,7,24,205,2007.55890410959,0.138975838923473,10.5213389505032,11.7601019369544,213.408084656222,0.444940258263484,0.685017992770153,3.90561064066228,0,240.864070274299
"360","20070724-1281_5m","2007-07-24","1281_5m","Central Erie",5,24.12,41.765278,-81.310556,2007,7,24,205,2007.55890410959,0.276249514148333,0.964686645689136,26.8649677207445,42.6690688168529,0.50384647367902,0.151127013562277,4.52997696757088,0,75.959923152247
"361","20070724-1310_5m","2007-07-24","1310_5m","Central Erie",5,24.57,41.788611,-81.213333,2007,7,24,205,2007.55890410959,0.0251104600193599,0.895610180694784,1.93340935182067,8.82059006332216,0.00900399479656236,0.0285425580353676,1.7298059234165,0.0314356019413912,13.4735081340468
"362","20070724-1318_20m","2007-07-24","1318_20m","Central Erie",20,23.03,41.884167,-81.145556,2007,7,24,205,2007.55890410959,0,128.918472847081,0.723471874885819,62.0384643868212,16.370921239322,0.446961328230826,0.0846828306259008,0,208.582974506967
"363","20070724-1319_15m","2007-07-24","1319_15m","Central Erie",15,23.88,41.841111,-81.145556,2007,7,24,205,2007.55890410959,0.0695652501744594,7.15155093937016,7.49391598915963,215.565653633522,1.48994639015627,1.12218287821143,1.87503402279477,0,234.767849103388
"364","20070724-1320_10m","2007-07-24","1320_10m","Central Erie",10,24.23,41.823056,-81.145556,2007,7,24,205,2007.55890410959,0.0462465786437888,2.56674231520605,3.61610840605236,95.6976539940199,0.121842051374217,0.474627515018585,1.62324692288293,0,104.146467783198
"365","20080603-1279_20m","2008-06-03","1279_20m","Central Erie",20,14.32,41.85916667,-81.33722222,2008,6,3,155,2008.42076502732,62.5582862431196,7.92715636584094,188.09649707735,167.412352125039,39.7452838914926,0.397193631711488,0,0,466.136769334553
"366","20080603-1280_15m","2008-06-03","1280_15m","Central Erie",15,15.3,41.812222,-81.310556,2008,6,3,155,2008.42076502732,13.0572568215639,1.60651021520117,179.855910912757,307.741725347716,13.6428089309788,0.432419365326949,0,0,516.336631593544
"367","20080603-1281_10m","2008-06-03","1281_10m","Central Erie",10,16.36,41.750278,-81.310556,2008,6,3,155,2008.42076502732,30.2168719636692,0.487953281567443,110.533972318652,363.127262209967,1.43914024102746,2.14008468655541,0,0.596523634902558,508.541808336341
"368","20080603-1281_5m","2008-06-03","1281_5m","Central Erie",5,17.29,41.765278,-81.310556,2008,6,3,155,2008.42076502732,11.2279562491293,0.165493729659428,22.0933966966589,35.6237977159172,0.40564690503708,1.5811089902136,0,0,71.0974002866155
"369","20080603-1310_5m","2008-06-03","1310_5m","Central Erie",5,17.58,41.788611,-81.213333,2008,6,3,155,2008.42076502732,9.73765860103439,1.57411656428381,66.9079429987487,181.698420963242,4.13513310920994,1.78108237506474,0.164415296774914,0,265.998769908358
"370","20080603-1318_20m","2008-06-03","1318_20m","Central Erie",20,14.03,41.884167,-81.145556,2008,6,3,155,2008.42076502732,133.806093810265,20.1589334736742,500.979779889897,185.942816244796,141.361446946968,0.897049085455049,0,0,983.146119451056
