"","Sample_ID","Sample_date","Sample_site","Latitude","Longitude","Project","Surface_temp","Bottom_temp","Surface_DO","Bottom_DO"
"3034","20141023-16-970",2014-10-23,"16-970",41.640278,-82.765833,"LEPAS",13.1,13.07,10.12,10.15
"3035","20141023-27-918",2014-10-23,"27-918",41.775556,-83.054722,"LEPAS",NA,NA,NA,NA
"3036","20141023-29-905",2014-10-23,"29-905",41.866389,-83.135278,"LEPAS",12.2,12.11,10.31,10.58
"3037","20141023-36-873",2014-10-23,"36-873",41.768333,-83.300833,"LEPAS",12.03,11.98,10.28,10.4
"3038","20141023-8-994",2014-10-23,"8-994",41.517778,-82.600556,"LEPAS",NA,NA,NA,NA
"3039","20141023-37-890",2014-10-23,"37-890",41.7025,-83.248056,"LEPAS",12.05,11.98,10.39,10.7
"3040","20141023-3-996",2014-10-23,"3-996",41.4475,-82.617778,"LEPAS",12.46,12.45,10.09,10.08
"3041","20141025-14-972",2014-10-25,"14-972",41.571667,-82.77,"LEPAS",12.28,12.21,10.35,10.61
"3042","20141025-16-970",2014-10-25,"16-970",41.640278,-82.765833,"LEPAS",13.1,13.07,10.12,10.15
"3043","20141025-27-918",2014-10-25,"27-918",41.775556,-83.054722,"LEPAS",NA,NA,NA,NA
"3044","20141025-29-905",2014-10-25,"29-905",41.866389,-83.135278,"LEPAS",12.2,12.11,10.31,10.58
"3045","20141025-8-994",2014-10-25,"8-994",41.517778,-82.600556,"LEPAS",NA,NA,NA,NA
"3046","20150409-Reef-TC",2015-04-09,"Reef-TC",41.6194,-83.1263,"FADR75",5.59,5.57,12.81,12.64
"3047","20150409-Reef-V",2015-04-09,"Reef-V",41.647197,-83.068942,"FADR75",3.4,3.38,13.29,13.72
"3048","20150409-Reef-X",2015-04-09,"Reef-X",41.665027,-82.973983,"FADR75",3.1,2.9,13.74,13.96
"3049","20150414-Reef-MB1",2015-04-14,"Reef-MB1",41.7524,-83.3917,"FADR75",10.32,12.68,11.66,10.55
"3050","20150414-Reef-MB2",2015-04-14,"Reef-MB2",41.6916,-83.4027,"FADR75",12.47,12.45,11.33,10.73
"3051","20150414-Reef-MB3",2015-04-14,"Reef-MB3",41.704,-83.3326,"FADR75",12.14,12.04,11.5,10.07
"3052","20150414-Reef-SB2",2015-04-14,"Reef-SB2",41.482,-82.8269,"FADR75",12.24,12.37,11.44,10.92
"3053","20150414-Reef-SB3",2015-04-14,"Reef-SB3",41.4739,-82.6845,"FADR75",10.3,7.8,11.21,12.2
"3054","20150414-Reef-SBNEW",2015-04-14,"Reef-SBNEW",41.4896,-82.7402,"FADR75",12.26,11.95,11.5,10.93
"3055","20150414-Reef-TC",2015-04-14,"Reef-TC",41.6194,-83.1263,"FADR75",11.06,10.97,11.95,11.49
"3056","20150414-Reef-V",2015-04-14,"Reef-V",41.647197,-83.068942,"FADR75",7.18,6.17,12.55,12.97
"3057","20150414-Reef-X",2015-04-14,"Reef-X",41.665027,-82.973983,"FADR75",5.98,5.66,12.88,13.47
"3058","20150424-Reef-MB1",2015-04-24,"Reef-MB1",41.7524,-83.3917,"FADR75",9.03,9.13,12.19,11.3
"3059","20150424-Reef-MB2",2015-04-24,"Reef-MB2",41.6916,-83.4027,"FADR75",8.54,8.67,12.55,12.13
"3060","20150424-Reef-MB3",2015-04-24,"Reef-MB3",41.704,-83.3326,"FADR75",8.37,8.48,12.5,11.43
"3061","20150424-Reef-PR",2015-04-24,"Reef-PR",41.5198,-82.9324,"FADR75",7.84,7.56,12.39,12.19
"3062","20150424-Reef-SB2",2015-04-24,"Reef-SB2",41.482,-82.8269,"FADR75",7.56,7.61,12.56,12.65
"3063","20150424-Reef-SB3",2015-04-24,"Reef-SB3",41.4739,-82.6845,"FADR75",7.13,6.95,12.66,12.6
"3064","20150424-Reef-SBNEW",2015-04-24,"Reef-SBNEW",41.4896,-82.7402,"FADR75",8.02,7.79,12.48,12.37
"3065","20150424-Reef-TC",2015-04-24,"Reef-TC",41.6194,-83.1263,"FADR75",7.68,7.07,12.43,11.99
"3066","20150424-Reef-TR",2015-04-24,"Reef-TR",41.5888,-83.054,"FADR75",8.68,8.47,12.02,11.8
"3067","20150424-Reef-V",2015-04-24,"Reef-V",41.647197,-83.068942,"FADR75",7.77,7.62,12.65,11.93
"3068","20150424-Reef-X",2015-04-24,"Reef-X",41.665027,-82.973983,"FADR75",7.87,7.67,12.82,12.28
"3069","20150429-Reef-MB1",2015-04-29,"Reef-MB1",41.7524,-83.3917,"FADR75",11.12,11,11.5,11.29
"3070","20150429-Reef-MB2",2015-04-29,"Reef-MB2",41.6916,-83.4027,"FADR75",10.9,10.61,11.29,10.7
"3071","20150429-Reef-MB3",2015-04-29,"Reef-MB3",41.704,-83.3326,"FADR75",10.81,10.48,11.33,11.04
"3072","20150429-Reef-PR",2015-04-29,"Reef-PR",41.5198,-82.9324,"FADR75",11.99,11.32,11.23,12.64
"3073","20150429-Reef-SB2",2015-04-29,"Reef-SB2",41.482,-82.8269,"FADR75",11.8,11.5,11.52,14.59
"3074","20150429-Reef-SB3",2015-04-29,"Reef-SB3",41.4739,-82.6845,"FADR75",11.7,9.62,11.92,13.5
"3075","20150429-Reef-SBNEW",2015-04-29,"Reef-SBNEW",41.4896,-82.7402,"FADR75",11.71,10.07,11.47,14.89
"3076","20150429-Reef-TC",2015-04-29,"Reef-TC",41.6194,-83.1263,"FADR75",10.31,9.9,11.38,11.75
"3077","20150429-Reef-TR",2015-04-29,"Reef-TR",41.5888,-83.054,"FADR75",11.54,11.18,11.14,12.14
"3078","20150429-Reef-V",2015-04-29,"Reef-V",41.647197,-83.068942,"FADR75",10.37,8.82,11.54,11.64
"3079","20150429-Reef-X",2015-04-29,"Reef-X",41.665027,-82.973983,"FADR75",11.03,8.71,11.23,11.63
"3080","20150507-1279_20m",2015-05-07,"1279_20m",41.85916667,-81.33722222,"LEPAS",10.8,6.2,11.7,12.2
"3081","20150507-1280_15m",2015-05-07,"1280_15m",41.812222,-81.310556,"LEPAS",12.7,6.8,11.5,12
"3082","20150507-1281_10m",2015-05-07,"1281_10m",41.750278,-81.310556,"LEPAS",12.9,7.7,11.4,12.5
"3083","20150507-1310_5m",2015-05-07,"1310_5m",41.788611,-81.213333,"LEPAS",9.6,7.8,11.5,12.5
"3084","20150507-1319_15m",2015-05-07,"1319_15m",41.841111,-81.145556,"LEPAS",11.8,6.4,11.4,12.4
"3085","20150507-1281_5m",2015-05-07,"1281_5m",41.765278,-81.310556,"LEPAS",12.3,7.9,11.4,12.4
"3086","20150507-1318_20m",2015-05-07,"1318_20m",41.884167,-81.145556,"LEPAS",10.3,5.4,12.9,13.1
"3087","20150507-1320_10m",2015-05-07,"1320_10m",41.823056,-81.145556,"LEPAS",11.2,7,12.4,12.7
"3088","20150507-Reef-MB1",2015-05-07,"Reef-MB1",41.7524,-83.3917,"FADR75",15.16,15.21,10.83,10.74
"3089","20150507-Reef-MB2",2015-05-07,"Reef-MB2",41.6916,-83.4027,"FADR75",15.09,15.13,10.73,10.62
"3090","20150507-Reef-MB3",2015-05-07,"Reef-MB3",41.704,-83.3326,"FADR75",14.65,14.73,10.64,10.91
"3091","20150507-Reef-PR",2015-05-07,"Reef-PR",41.5198,-82.9324,"FADR75",14.86,13.86,10.58,13.18
"3092","20150507-Reef-SB2",2015-05-07,"Reef-SB2",41.482,-82.8269,"FADR75",17.06,17.02,10.8,12.43
"3093","20150507-Reef-SB3",2015-05-07,"Reef-SB3",41.4739,-82.6845,"FADR75",15.27,13.79,10.74,13.36
"3094","20150507-Reef-SBNEW",2015-05-07,"Reef-SBNEW",41.4896,-82.7402,"FADR75",16.37,16.03,10.17,13.23
"3095","20150507-Reef-TC",2015-05-07,"Reef-TC",41.6194,-83.1263,"FADR75",13.94,13.87,10.97,11.05
"3096","20150507-Reef-TR",2015-05-07,"Reef-TR",41.5888,-83.054,"FADR75",14.67,13.71,10.67,12.44
"3097","20150507-Reef-V",2015-05-07,"Reef-V",41.647197,-83.068942,"FADR75",13.63,11.82,10.81,11.34
"3098","20150507-Reef-X",2015-05-07,"Reef-X",41.665027,-82.973983,"FADR75",12.92,11.82,10.94,12.7
"3099","20150508-14-972",2015-05-08,"14-972",41.571667,-82.77,"LEPAS",8.81,11.64,11.29,11.77
"3100","20150508-16-970",2015-05-08,"16-970",41.640278,-82.765833,"LEPAS",10.89,11.61,10.86,11.69
"3101","20150508-27-918",2015-05-08,"27-918",41.775556,-83.054722,"LEPAS",11.76,8.96,11.38,11.18
"3102","20150508-29-905",2015-05-08,"29-905",41.866389,-83.135278,"LEPAS",10.86,12.21,10.93,11.66
"3103","20150508-36-873",2015-05-08,"36-873",41.768333,-83.300833,"LEPAS",13.51,12.71,11.41,10.73
"3104","20150508-8-994",2015-05-08,"8-994",41.517778,-82.600556,"LEPAS",8.81,11.64,11.29,11.3
"3105","20150508-37-890",2015-05-08,"37-890",41.7025,-83.248056,"LEPAS",13.86,11.9,10.76,10.72
"3106","20150508-3-996",2015-05-08,"3-996",41.4475,-82.617778,"LEPAS",13.69,11.17,12.82,11.5
"3107","20150511-Reef-MB1",2015-05-11,"Reef-MB1",41.7524,-83.3917,"FADR75",20.52,19.99,9.86,11.95
"3108","20150511-Reef-MB2",2015-05-11,"Reef-MB2",41.6916,-83.4027,"FADR75",20.14,19.66,9.66,12.55
"3109","20150511-Reef-MB3",2015-05-11,"Reef-MB3",41.704,-83.3326,"FADR75",20.07,18.77,9.62,14.09
"3110","20150511-Reef-PR",2015-05-11,"Reef-PR",41.5198,-82.9324,"FADR75",17.64,14.79,9.54,12.55
"3111","20150511-Reef-SB2",2015-05-11,"Reef-SB2",41.482,-82.8269,"FADR75",20.3,20.3,9.96,10.46
"3112","20150511-Reef-SB3",2015-05-11,"Reef-SB3",41.4739,-82.6845,"FADR75",18.97,18.84,10.31,10.78
"3113","20150511-Reef-SBNEW",2015-05-11,"Reef-SBNEW",41.4896,-82.7402,"FADR75",20.2,20.49,9.86,9.38
"3114","20150511-Reef-TC",2015-05-11,"Reef-TC",41.6194,-83.1263,"FADR75",18,17.21,9.53,11.55
"3115","20150511-Reef-TR",2015-05-11,"Reef-TR",41.5888,-83.054,"FADR75",16.5,15.85,9.72,11.37
"3116","20150511-Reef-V",2015-05-11,"Reef-V",41.647197,-83.068942,"FADR75",17.25,12.8,11.01,12.46
"3117","20150511-Reef-X",2015-05-11,"Reef-X",41.665027,-82.973983,"FADR75",17.41,12.57,15.89,12.48
"3118","20150515-1280_15m",2015-05-15,"1280_15m",41.812222,-81.310556,"LEPAS",13.6,12.3,10.4,10.3
"3119","20150520-Reef-MB1",2015-05-20,"Reef-MB1",41.7524,-83.3917,"FADR75",16.32,16.46,11.12,11.43
"3120","20150520-Reef-MB2",2015-05-20,"Reef-MB2",41.6916,-83.4027,"FADR75",15.63,15.71,10.85,10.5
"3121","20150520-Reef-MB3",2015-05-20,"Reef-MB3",41.704,-83.3326,"FADR75",16.42,16.02,10.89,10.67
"3122","20150520-Reef-PR",2015-05-20,"Reef-PR",41.5198,-82.9324,"FADR75",15.6,16.11,10.69,10.54
"3123","20150520-Reef-TC",2015-05-20,"Reef-TC",41.6194,-83.1263,"FADR75",15.79,15.18,11.12,10.64
"3124","20150520-Reef-TR",2015-05-20,"Reef-TR",41.5888,-83.054,"FADR75",15.76,15.58,11.17,10.35
"3125","20150520-Reef-V",2015-05-20,"Reef-V",41.647197,-83.068942,"FADR75",15.62,15.51,10.62,10.26
"3126","20150520-Reef-X",2015-05-20,"Reef-X",41.665027,-82.973983,"FADR75",14.89,14.6,11.25,10.67
"3127","20150521-1279_20m",2015-05-21,"1279_20m",41.85916667,-81.33722222,"LEPAS",11.6,8.8,11.3,8.7
"3128","20150521-1281_10m",2015-05-21,"1281_10m",41.750278,-81.310556,"LEPAS",15.5,13.9,10.3,10.1
"3129","20150521-1281_5m",2015-05-21,"1281_5m",41.765278,-81.310556,"LEPAS",15.9,10.5,9.9,11.3
"3130","20150521-1320_10m",2015-05-21,"1320_10m",41.823056,-81.145556,"LEPAS",15.3,13.8,10.7,10.3
"3131","20150521-14-972",2015-05-21,"14-972",41.571667,-82.77,"LEPAS",15.39,15.35,9.9,9.65
"3132","20150521-16-970",2015-05-21,"16-970",41.640278,-82.765833,"LEPAS",13.9,14.89,10.32,10.07
"3133","20150521-27-918",2015-05-21,"27-918",41.775556,-83.054722,"LEPAS",13.69,13.62,11.2,10.81
"3134","20150521-29-905",2015-05-21,"29-905",41.866389,-83.135278,"LEPAS",13.57,13.88,10.17,10.73
"3135","20150521-36-873",2015-05-21,"36-873",41.768333,-83.300833,"LEPAS",15.36,15.18,10.19,10.19
"3136","20150521-8-994",2015-05-21,"8-994",41.517778,-82.600556,"LEPAS",12.65,13.12,11.2,11.28
"3137","20150521-1319_15m",2015-05-21,"1319_15m",41.841111,-81.145556,"LEPAS",14,13,10.7,10.3
"3138","20150521-1280_15m",2015-05-21,"1280_15m",41.812222,-81.310556,"LEPAS",13.6,12.3,10.4,10.3
"3139","20150521-1318_20m",2015-05-21,"1318_20m",41.884167,-81.145556,"LEPAS",11.1,8.1,11.4,9.9
"3140","20150521-37-890",2015-05-21,"37-890",41.7025,-83.248056,"LEPAS",15.9,15.53,10.94,10.93
"3141","20150521-3-996",2015-05-21,"3-996",41.4475,-82.617778,"LEPAS",15.53,15.35,10.95,10.72
"3142","20150521-1310_5m",2015-05-21,"1310_5m",41.788611,-81.213333,"LEPAS",15.8,15.1,10,9.6
"3143","20150521-Reef-SB2",2015-05-21,"Reef-SB2",41.482,-82.8269,"FADR75",16.99,17.14,11.05,11.27
"3144","20150521-Reef-SB3",2015-05-21,"Reef-SB3",41.4739,-82.6845,"FADR75",15.49,15.52,11.03,11.67
"3145","20150521-Reef-SBNEW",2015-05-21,"Reef-SBNEW",41.4896,-82.7402,"FADR75",16.12,16.12,11.24,7.5
"3146","20150528-Reef-MB1",2015-05-28,"Reef-MB1",41.7524,-83.3917,"FADR75",20.49,20.1,9.56,9.09
"3147","20150528-Reef-MB2",2015-05-28,"Reef-MB2",41.6916,-83.4027,"FADR75",20.37,20.36,9.45,8.72
"3148","20150528-Reef-MB3",2015-05-28,"Reef-MB3",41.704,-83.3326,"FADR75",21.1,21.2,9.37,8.3
"3149","20150528-Reef-PR",2015-05-28,"Reef-PR",41.5198,-82.9324,"FADR75",20.5,20.5,9.52,9.33
"3150","20150528-Reef-SB2",2015-05-28,"Reef-SB2",41.482,-82.8269,"FADR75",20.2,20.36,9.85,9.9
"3151","20150528-Reef-SB3",2015-05-28,"Reef-SB3",41.4739,-82.6845,"FADR75",20.07,17.42,9.7,9.27
"3152","20150528-Reef-SBNEW",2015-05-28,"Reef-SBNEW",41.4896,-82.7402,"FADR75",21.2,21.2,9.5,8.23
"3153","20150528-Reef-TC",2015-05-28,"Reef-TC",41.6194,-83.1263,"FADR75",19.71,19.75,9.6,8.96
"3154","20150528-Reef-TR",2015-05-28,"Reef-TR",41.5888,-83.054,"FADR75",20.7,20.68,9.7,9.15
"3155","20150528-Reef-V",2015-05-28,"Reef-V",41.647197,-83.068942,"FADR75",18.18,17.98,9.89,9.37
"3156","20150528-Reef-X",2015-05-28,"Reef-X",41.665027,-82.973983,"FADR75",18.56,18.45,9.86,9.51
"3157","20150604-1279_20m",2015-06-04,"1279_20m",41.85916667,-81.33722222,"LEPAS",13.7,9.9,10.2,9.8
"3158","20150604-1281_10m",2015-06-04,"1281_10m",41.750278,-81.310556,"LEPAS",12.2,10.3,10.8,11.4
"3159","20150604-1310_5m",2015-06-04,"1310_5m",41.788611,-81.213333,"LEPAS",13.1,10.8,10.6,11.3
"3160","20150604-1280_15m",2015-06-04,"1280_15m",41.812222,-81.310556,"LEPAS",12,10,10.3,11.2
"3161","20150604-1281_5m",2015-06-04,"1281_5m",41.765278,-81.310556,"LEPAS",12.3,10.5,10.8,11.3
"3162","20150604-1318_20m",2015-06-04,"1318_20m",41.884167,-81.145556,"LEPAS",13.6,10.1,10.7,11.1
"3163","20150604-1319_15m",2015-06-04,"1319_15m",41.841111,-81.145556,"LEPAS",11.7,10,11.2,11.6
"3164","20150604-1320_10m",2015-06-04,"1320_10m",41.823056,-81.145556,"LEPAS",13.2,10.1,10.8,11.4
"3165","20150605-14-972",2015-06-05,"14-972",41.571667,-82.77,"LEPAS",17.64,19.25,8.43,7.62
"3166","20150605-16-970",2015-06-05,"16-970",41.640278,-82.765833,"LEPAS",17.22,19.16,8.66,8.37
"3167","20150605-27-918",2015-06-05,"27-918",41.775556,-83.054722,"LEPAS",18.78,15.71,9.17,8.8
"3168","20150605-29-905",2015-06-05,"29-905",41.866389,-83.135278,"LEPAS",15.95,18.04,9.22,8.88
"3169","20150605-36-873",2015-06-05,"36-873",41.768333,-83.300833,"LEPAS",20.35,18.56,8.73,6.71
"3170","20150605-8-994",2015-06-05,"8-994",41.517778,-82.600556,"LEPAS",16.46,18,8.62,8.37
"3171","20150605-37-890",2015-06-05,"37-890",41.7025,-83.248056,"LEPAS",19.86,18.65,8.03,7.3
"3172","20150605-3-996",2015-06-05,"3-996",41.4475,-82.617778,"LEPAS",18.52,16.52,8.63,8.19
"3173","20150615-14-972",2015-06-15,"14-972",41.571667,-82.77,"LEPAS",20.87,21.66,8.87,8.04
"3174","20150615-16-970",2015-06-15,"16-970",41.640278,-82.765833,"LEPAS",20.14,21.58,9.3,9.14
"3175","20150615-8-994",2015-06-15,"8-994",41.517778,-82.600556,"LEPAS",18.78,21.14,9.76,7.83
"3176","20150615-3-996",2015-06-15,"3-996",41.4475,-82.617778,"LEPAS",21.17,19.39,9.17,7.74
"3177","20150616-27-918",2015-06-16,"27-918",41.775556,-83.054722,"LEPAS",19.57,18.51,9.51,8.17
"3178","20150616-29-905",2015-06-16,"29-905",41.866389,-83.135278,"LEPAS",18.21,20.28,9.31,8.56
"3179","20150616-36-873",2015-06-16,"36-873",41.768333,-83.300833,"LEPAS",22.13,21.24,9.47,8.54
"3180","20150616-37-890",2015-06-16,"37-890",41.7025,-83.248056,"LEPAS",24,22.47,9.28,7.58
"3181","20150618-29-905",2015-06-18,"29-905",41.866389,-83.135278,"LEPAS",NA,NA,NA,NA
"3182","20150618-1279_20m",2015-06-18,"1279_20m",41.85916667,-81.33722222,"LEPAS",19,10.2,9,9.7
"3183","20150618-1280_15m",2015-06-18,"1280_15m",41.812222,-81.310556,"LEPAS",20.6,14.3,9,9.1
"3184","20150618-1281_10m",2015-06-18,"1281_10m",41.750278,-81.310556,"LEPAS",21.4,18.5,8.8,8.6
"3185","20150618-1318_20m",2015-06-18,"1318_20m",41.884167,-81.145556,"LEPAS",10.4,10.2,10.5,9.9
"3186","20150618-1319_15m",2015-06-18,"1319_15m",41.841111,-81.145556,"LEPAS",20,13.6,9.9,9.6
"3187","20150618-1281_5m",2015-06-18,"1281_5m",41.765278,-81.310556,"LEPAS",21.9,20.7,8.6,8.7
"3188","20150618-1320_10m",2015-06-18,"1320_10m",41.823056,-81.145556,"LEPAS",21,19.7,8.7,8.9
"3189","20150618-1310_5m",2015-06-18,"1310_5m",41.788611,-81.213333,"LEPAS",21.1,19.7,8.6,8.9
"3190","20150630-8-994",2015-06-30,"8-994",41.517778,-82.600556,"LEPAS",20.66,19.58,10,9.61
"3191","20150630-29-905",2015-06-30,"29-905",41.866389,-83.135278,"LEPAS",19.31,20.43,10.74,9.74
"3192","20150630-8-944",2015-06-30,"8-944",41.517778,-82.600556,"LEPAS",19.58,20.66,9.61,10
"3193","20150630-14-972",2015-06-30,"14-972",41.571667,-82.77,"LEPAS",21.35,21.03,10.05,7.39
"3194","20150630-16-970",2015-06-30,"16-970",41.640278,-82.765833,"LEPAS",21.38,20.98,9.91,8.93
"3195","20150630-36-873",2015-06-30,"36-873",41.768333,-83.300833,"LEPAS",18.9,18.49,9.64,7.38
"3196","20150630-27-918",2015-06-30,"27-918",41.775556,-83.054722,"LEPAS",20.67,19.39,10.81,9.52
"3197","20150630-37-890",2015-06-30,"37-890",41.7025,-83.248056,"LEPAS",21.59,20.92,9.92,9.2
"3198","20150630-3-996",2015-06-30,"3-996",41.4475,-82.617778,"LEPAS",20.71,19.96,10.15,8.82
"3199","20150702-1279_20m",2015-07-02,"1279_20m",41.85916667,-81.33722222,"LEPAS",20,18.8,9.1,7.8
"3200","20150702-1280_15m",2015-07-02,"1280_15m",41.812222,-81.310556,"LEPAS",20.7,20.2,9,8
"3201","20150702-1281_10m",2015-07-02,"1281_10m",41.750278,-81.310556,"LEPAS",21.4,20.4,9.2,8.1
"3202","20150702-1281_5m",2015-07-02,"1281_5m",41.765278,-81.310556,"LEPAS",21.4,20.5,8.8,8.2
"3203","20150702-1319_15m",2015-07-02,"1319_15m",41.841111,-81.145556,"LEPAS",20.3,20.3,8.9,8.1
"3204","20150702-1318_20m",2015-07-02,"1318_20m",41.884167,-81.145556,"LEPAS",19.8,18.5,7.8,8.3
"3205","20150702-1320_10m",2015-07-02,"1320_10m",41.823056,-81.145556,"LEPAS",20.5,20.4,9.3,8
"3206","20150702-1310_5m",2015-07-02,"1310_5m",41.788611,-81.213333,"LEPAS",21.1,21,8.2,8
"3207","20150713-27-918",2015-07-13,"27-918",41.775556,-83.054722,"LEPAS",21.56,21.32,9.49,8.37
"3208","20150713-8-994",2015-07-13,"8-994",41.517778,-82.600556,"LEPAS",21.1,22.15,9.22,6.26
"3209","20150713-14-972",2015-07-13,"14-972",41.571667,-82.77,"LEPAS",22.2,21.48,8.79,8.31
"3210","20150713-16-970",2015-07-13,"16-970",41.640278,-82.765833,"LEPAS",22.52,21.71,9.11,7.92
"3211","20150713-36-873",2015-07-13,"36-873",41.768333,-83.300833,"LEPAS",21.47,21.28,8.5,5.82
"3212","20150713-37-890",2015-07-13,"37-890",41.7025,-83.248056,"LEPAS",21.79,21.76,8.22,8.13
"3213","20150713-3-996",2015-07-13,"3-996",41.4475,-82.617778,"LEPAS",21.96,21.6,8.78,8.25
"3214","20150713-29-905",2015-07-13,"29-905",41.866389,-83.135278,"LEPAS",21.83,20.16,10.06,8.21
"3215","20150726-29-905",2015-07-26,"29-905",41.866389,-83.135278,"LEPAS",NA,NA,NA,NA
"3216","20150727-27-918",2015-07-27,"27-918",41.775556,-83.054722,"LEPAS",25.1,22.5,8.97,8.21
"3217","20150727-36-873",2015-07-27,"36-873",41.768333,-83.300833,"LEPAS",25.04,24.26,10.09,7.42
"3218","20150727-37-890",2015-07-27,"37-890",41.7025,-83.248056,"LEPAS",24.86,24.17,10.49,8.09
"3219","20150727-29-905",2015-07-27,"29-905",41.866389,-83.135278,"LEPAS",24.77,22.65,8.84,8.36
"3220","20150728-29-905",2015-07-28,"29-905",41.866389,-83.135278,"LEPAS",NA,NA,NA,NA
"3221","20150728-16-970",2015-07-28,"16-970",41.640278,-82.765833,"LEPAS",23.08,25.13,10.2,5.49
"3222","20150728-14-972",2015-07-28,"14-972",41.571667,-82.77,"LEPAS",26.73,24.59,11.32,7.88
"3223","20150728-8-994",2015-07-28,"8-994",41.517778,-82.600556,"LEPAS",24.95,21.05,8.97,0.93
"3224","20150728-3-996",2015-07-28,"3-996",41.4475,-82.617778,"LEPAS",25.44,23.84,10.08,5.43
"3225","20150729-14-972",2015-07-29,"14-972",41.571667,-82.77,"LEPAS",NA,NA,NA,NA
"3226","20150729-16-970",2015-07-29,"16-970",41.640278,-82.765833,"LEPAS",NA,NA,NA,NA
"3227","20150729-8-994",2015-07-29,"8-994",41.517778,-82.600556,"LEPAS",NA,NA,NA,NA
"3228","20150729-1279_20m",2015-07-29,"1279_20m",41.85916667,-81.33722222,"LEPAS",24.7,12.6,8.6,4.7
"3229","20150729-1281_10m",2015-07-29,"1281_10m",41.750278,-81.310556,"LEPAS",24.2,21,8.5,8.4
"3230","20150729-1281_5m",2015-07-29,"1281_5m",41.765278,-81.310556,"LEPAS",23.4,22,8.4,8.2
"3231","20150729-1318_20m",2015-07-29,"1318_20m",41.884167,-81.145556,"LEPAS",24.8,12.5,9.8,6.1
"3232","20150729-1280_15m",2015-07-29,"1280_15m",41.812222,-81.310556,"LEPAS",24.8,14.7,8.6,3.7
"3233","20150729-1319_15m",2015-07-29,"1319_15m",41.841111,-81.145556,"LEPAS",25.1,13.3,8.9,3.4
"3234","20150729-1320_10m",2015-07-29,"1320_10m",41.823056,-81.145556,"LEPAS",25.6,18.8,8.9,3.9
"3235","20150729-1310_5m",2015-07-29,"1310_5m",41.788611,-81.213333,"LEPAS",24.9,22.2,8.7,6.2
"3236","20150810-14-972",2015-08-10,"14-972",41.571667,-82.77,"LEPAS",24,24.2,10,8.4
"3237","20150810-27-918",2015-08-10,"27-918",41.775556,-83.054722,"LEPAS",23.8,23.4,8.9,7.6
"3238","20150810-36-873",2015-08-10,"36-873",41.768333,-83.300833,"LEPAS",24,23.8,11.72,10.3
"3239","20150810-16-970",2015-08-10,"16-970",41.640278,-82.765833,"LEPAS",24.6,23.8,11.7,6.9
"3240","20150810-8-994",2015-08-10,"8-994",41.517778,-82.600556,"LEPAS",24.6,23.7,10.4,6.1
"3241","20150810-37-890",2015-08-10,"37-890",41.7025,-83.248056,"LEPAS",24.1,24.8,11.3,8.4
"3242","20150810-3-996",2015-08-10,"3-996",41.4475,-82.617778,"LEPAS",25,24,11.75,7.4
"3243","20150810-29-905",2015-08-10,"29-905",41.866389,-83.135278,"LEPAS",23.4,22.9,9.9,8.2
"3244","20150811-14-972",2015-08-11,"14-972",41.571667,-82.77,"LEPAS",NA,NA,NA,NA
"3245","20150811-16-970",2015-08-11,"16-970",41.640278,-82.765833,"LEPAS",NA,NA,NA,NA
"3246","20150811-29-905",2015-08-11,"29-905",41.866389,-83.135278,"LEPAS",NA,NA,NA,NA
"3247","20150811-8-994",2015-08-11,"8-994",41.517778,-82.600556,"LEPAS",NA,NA,NA,NA
"3248","20150818-1279_20m",2015-08-18,"1279_20m",41.85916667,-81.33722222,"LEPAS",24.4,13.8,9.3,1.9
"3249","20150818-1280_15m",2015-08-18,"1280_15m",41.812222,-81.310556,"LEPAS",24.4,20.4,9.3,2.9
"3250","20150818-1281_10m",2015-08-18,"1281_10m",41.750278,-81.310556,"LEPAS",25.3,24.3,9.7,9.3
"3251","20150818-1318_20m",2015-08-18,"1318_20m",41.884167,-81.145556,"LEPAS",24.5,13.8,9.3,1.1
"3252","20150818-1319_15m",2015-08-18,"1319_15m",41.841111,-81.145556,"LEPAS",24.7,20.6,9.4,6
"3253","20150818-1281_5m",2015-08-18,"1281_5m",41.765278,-81.310556,"LEPAS",25.3,24.7,9.9,9
"3254","20150818-1320_10m",2015-08-18,"1320_10m",41.823056,-81.145556,"LEPAS",24.8,23.6,9.6,6.1
"3255","20150818-1310_5m",2015-08-18,"1310_5m",41.788611,-81.213333,"LEPAS",25.5,24.8,9.7,8.7
"3256","20150825-14-972",2015-08-25,"14-972",41.571667,-82.77,"LEPAS",23.05,23.03,8.24,8.1
"3257","20150825-16-970",2015-08-25,"16-970",41.640278,-82.765833,"LEPAS",23.21,23.21,8.35,8.39
"3258","20150825-36-873",2015-08-25,"36-873",41.768333,-83.300833,"LEPAS",22.52,22.52,8.68,8.63
"3259","20150825-8-994",2015-08-25,"8-994",41.517778,-82.600556,"LEPAS",23.17,23.17,8.26,8.11
"3260","20150825-37-890",2015-08-25,"37-890",41.7025,-83.248056,"LEPAS",22.55,22.55,8.81,8.76
"3261","20150828-1318_10m",2015-08-28,"1318_10m",41.884167,-81.145556,"LEPAS",NA,NA,NA,NA
"3262","20150828-14-972",2015-08-28,"14-972",41.571667,-82.77,"LEPAS",NA,NA,NA,NA
"3263","20150828-1279_20m",2015-08-28,"1279_20m",41.85916667,-81.33722222,"LEPAS",22.3,15.7,8.6,2.5
