"","Sample_ID","Sample_date","Sample_site","Latitude","Longitude","Project","Surface_temp","Bottom_temp","Surface_DO","Bottom_DO"
"1","20010430-14-972",2001-04-30,"14-972",41.571667,-82.77,"LEPAS",13.2,12.8,9.7,9.2
"2","20010430-16-970",2001-04-30,"16-970",41.640278,-82.765833,"LEPAS",13.1,12.2,9.4,9.2
"3","20010430-27-918",2001-04-30,"27-918",41.775556,-83.054722,"LEPAS",13.3,12.4,9.6,9.2
"4","20010430-29-905",2001-04-30,"29-905",41.866389,-83.135278,"LEPAS",14.2,13.6,9.2,8.1
"5","20010430-36-873",2001-04-30,"36-873",41.768333,-83.300833,"LEPAS",13.1,9.2,10.1,13.4
"6","20010430-8-994",2001-04-30,"8-994",41.517778,-82.600556,"LEPAS",10.2,10.2,10.4,10.9
"7","20010430-37-890",2001-04-30,"37-890",41.7025,-83.248056,"LEPAS",13.6,13.2,8.9,8.7
"8","20010430-3-996",2001-04-30,"3-996",41.4475,-82.617778,"LEPAS",11.9,11.1,10.6,10.9
"9","20010514-29-905B",2001-05-14,"29-905B",41.866389,-83.135278,"LEPAS",NA,NA,NA,NA
"10","20010514-14-972",2001-05-14,"14-972",41.571667,-82.77,"LEPAS",15.5,15.1,8.7,9.1
"11","20010514-16-970",2001-05-14,"16-970",41.640278,-82.765833,"LEPAS",15.3,14.2,9.4,10.3
"12","20010514-27-918",2001-05-14,"27-918",41.775556,-83.054722,"LEPAS",16.3,15.5,9,9.5
"13","20010514-29-905",2001-05-14,"29-905",41.866389,-83.135278,"LEPAS",17,16,9.1,8.2
"14","20010514-36-873",2001-05-14,"36-873",41.768333,-83.300833,"LEPAS",17.1,16.1,8.9,9.1
"15","20010514-8-994",2001-05-14,"8-994",41.517778,-82.600556,"LEPAS",15,14.2,10,11.1
"16","20010514-37-890",2001-05-14,"37-890",41.7025,-83.248056,"LEPAS",17.1,16,9.8,10.3
"17","20010514-3-996",2001-05-14,"3-996",41.4475,-82.617778,"LEPAS",15.3,15.3,9.2,9.2
"18","20010523-1279_20m",2001-05-23,"1279_20m",41.862778,-81.310556,"LEPAS",13.1,8.6,11.11,10.96
"19","20010523-1280_15m",2001-05-23,"1280_15m",41.812222,-81.310556,"LEPAS",13.1,8.7,11.01,10.4
"20","20010523-1281_10m",2001-05-23,"1281_10m",41.750278,-81.310556,"LEPAS",13,12.6,9.76,9.82
"21","20010523-1281_5m",2001-05-23,"1281_5m",41.765278,-81.310556,"LEPAS",12.9,12.7,9.86,9.88
"22","20010531-14-972",2001-05-31,"14-972",41.571667,-82.77,"LEPAS",16.5,16,8.6,9
"23","20010531-16-970",2001-05-31,"16-970",41.640278,-82.765833,"LEPAS",16.1,15.3,8.5,9
"24","20010531-27-918",2001-05-31,"27-918",41.775556,-83.054722,"LEPAS",15.8,15,9.8,10.5
"25","20010531-29-905",2001-05-31,"29-905",41.866389,-83.135278,"LEPAS",16.6,16.1,10.4,10.8
"26","20010531-36-873",2001-05-31,"36-873",41.768333,-83.300833,"LEPAS",16.7,16.2,8.1,9.7
"27","20010531-8-994",2001-05-31,"8-994",41.517778,-82.600556,"LEPAS",14.7,13,9.1,9.2
"28","20010531-37-890",2001-05-31,"37-890",41.7025,-83.248056,"LEPAS",16.8,16.3,8.4,9.1
"29","20010531-3-996",2001-05-31,"3-996",41.4475,-82.617778,"LEPAS",15.7,15.6,8.9,11
"30","20010608-1279_20m",2001-06-08,"1279_20m",41.862778,-81.310556,"LEPAS",14.6,11.9,10.26,9.6
"31","20010608-1280_15m",2001-06-08,"1280_15m",41.8075,-81.32027778,"LEPAS",15.5,12.4,10.3,9.5
"32","20010608-1281_10m",2001-06-08,"1281_10m",41.77916667,-81.30222222,"LEPAS",14.7,12.9,9.7,9.38
"33","20010608-1281_5m",2001-06-08,"1281_5m",41.76861111,-81.30472222,"LEPAS",15,13.7,9.47,9.8
"34","20010608-1318_20m",2001-06-08,"1318_20m",41.90444444,-81.16666667,"LEPAS",15,11.7,10.3,9.8
"35","20010608-1319_15m",2001-06-08,"1319_15m",41.85083333,-81.14777778,"LEPAS",16,12,10.14,9.7
"36","20010608-1320_10m",2001-06-08,"1320_10m",41.83083333,-81.13888889,"LEPAS",16.5,12.8,10.13,9.51
"37","20010608-1320_5m",2001-06-08,"1320_5m",41.82527778,-81.13861111,"LEPAS",16.3,14.7,9.78,10.41
"38","20010613-14-972",2001-06-13,"14-972",41.571667,-82.77,"LEPAS",20.7,19.5,9.5,10.8
"39","20010613-16-970",2001-06-13,"16-970",41.640278,-82.765833,"LEPAS",20.2,16.6,12.4,8.3
"40","20010613-27-918",2001-06-13,"27-918",41.775556,-83.054722,"LEPAS",19.5,15.2,9.5,9.5
"41","20010613-29-905",2001-06-13,"29-905",41.866389,-83.135278,"LEPAS",15.4,15.8,9.8,11.2
"42","20010613-36-873",2001-06-13,"36-873",41.768333,-83.300833,"LEPAS",21.6,17.5,14.4,9
"43","20010613-8-994",2001-06-13,"8-994",41.517778,-82.600556,"LEPAS",18.5,15.7,9.3,12.5
"44","20010613-3-996",2001-06-13,"3-996",41.4475,-82.617778,"LEPAS",21.8,17.1,9.6,9.4
"45","20010613-37-890",2001-06-13,"37-890",41.7025,-83.248056,"LEPAS",22.1,19.4,13.5,12
"46","20010621-1279_20m",2001-06-21,"1279_20m",41.862778,-81.310556,"LEPAS",20.5,12.1,9.2,7.3
"47","20010621-1280_15m",2001-06-21,"1280_15m",41.812222,-81.310556,"LEPAS",21.7,13,8.9,6.6
"48","20010621-1281_10m",2001-06-21,"1281_10m",41.750278,-81.310556,"LEPAS",22,20.2,8.4,8.7
"49","20010621-1281_5m",2001-06-21,"1281_5m",41.765278,-81.310556,"LEPAS",21.1,20.6,8.6,8.6
"50","20010621-1318_20m",2001-06-21,"1318_20m",41.884167,-81.145556,"LEPAS",20.7,12,8.9,8.2
"51","20010621-1319_15m",2001-06-21,"1319_15m",41.841111,-81.145556,"LEPAS",21.4,12.8,9.1,7.9
"52","20010621-1320_10m",2001-06-21,"1320_10m",41.823056,-81.145556,"LEPAS",21.5,19.4,9.01,9.12
"53","20010621-1320_5m",2001-06-21,"1320_5m",41.812222,-81.145556,"LEPAS",21.5,20.5,8.7,8.5
"54","20010627-14-972",2001-06-27,"14-972",41.571667,-82.77,"LEPAS",19.8,19.5,7.3,8.4
"55","20010627-16-970",2001-06-27,"16-970",41.640278,-82.765833,"LEPAS",21,19.3,8.2,6.7
"56","20010627-27-918",2001-06-27,"27-918",41.775556,-83.054722,"LEPAS",23.4,18.4,8.8,4.5
"57","20010627-29-905",2001-06-27,"29-905",41.866389,-83.135278,"LEPAS",22.6,22.6,8.5,6.8
"58","20010627-36-873",2001-06-27,"36-873",41.768333,-83.300833,"LEPAS",21.34,17.8,8.4,4.3
"59","20010627-8-994",2001-06-27,"8-994",41.517778,-82.600556,"LEPAS",20.7,14.5,9.9,5.4
"60","20010627-37-890",2001-06-27,"37-890",41.7025,-83.248056,"LEPAS",21.5,19.9,7.4,5.3
"61","20010627-3-996",2001-06-27,"3-996",41.4475,-82.617778,"LEPAS",20.4,17.7,8.4,5.7
"62","20010713-14-972",2001-07-13,"14-972",41.571667,-82.77,"LEPAS",23.4,23.2,8.4,8.1
"63","20010713-16-970",2001-07-13,"16-970",41.640278,-82.765833,"LEPAS",22.3,21.5,7.8,5.5
"64","20010713-27-918",2001-07-13,"27-918",41.775556,-83.054722,"LEPAS",23.3,21.8,7.6,7.8
"65","20010713-29-905",2001-07-13,"29-905",41.866389,-83.135278,"LEPAS",23.2,21.6,7.5,7.6
"66","20010713-36-873",2001-07-13,"36-873",41.768333,-83.300833,"LEPAS",24.6,23,7.9,7.5
"67","20010713-8-994",2001-07-13,"8-994",41.517778,-82.600556,"LEPAS",21.6,18.2,8.3,1.5
"68","20010713-37-890",2001-07-13,"37-890",41.7025,-83.248056,"LEPAS",24.2,23,8.2,7.8
"69","20010713-3-996",2001-07-13,"3-996",41.4475,-82.617778,"LEPAS",22.7,22.2,8.3,7.1
"70","20010802-1279_20m",2001-08-02,"1279_20m",41.862778,-81.310556,"LEPAS",23.2,12.3,8.2,4
"71","20010802-1280_15m",2001-08-02,"1280_15m",41.812222,-81.310556,"LEPAS",22.4,14.1,8.4,5.1
"72","20010802-1281_10m",2001-08-02,"1281_10m",41.750278,-81.310556,"LEPAS",20.4,18.7,7.7,7.6
"73","20010802-1281_5m",2001-08-02,"1281_5m",41.765278,-81.310556,"LEPAS",20.5,20.1,7.6,7.86
"74","20010802-1318_20m",2001-08-02,"1318_20m",41.884167,-81.145556,"LEPAS",23,12.7,8.3,4.6
"75","20010802-1319_15m",2001-08-02,"1319_15m",41.841111,-81.145556,"LEPAS",22.6,13.5,8.6,5.5
"76","20010802-1320_10m",2001-08-02,"1320_10m",41.823056,-81.145556,"LEPAS",22.9,15.1,8.4,5.7
"77","20010802-1320_5m",2001-08-02,"1320_5m",41.812222,-81.145556,"LEPAS",23.3,20.3,8.5,9.4
"78","20010808-14-972",2001-08-08,"14-972",41.571667,-82.77,"LEPAS",26,25.2,6.8,5.4
"79","20010808-16-970",2001-08-08,"16-970",41.640278,-82.765833,"LEPAS",26.6,25.4,8,4.4
"80","20010808-27-918",2001-08-08,"27-918",41.775556,-83.054722,"LEPAS",26.3,24,7.7,1.7
"81","20010808-29-905",2001-08-08,"29-905",41.866389,-83.135278,"LEPAS",26.2,24.7,8.2,4.7
"82","20010808-36-873",2001-08-08,"36-873",41.768333,-83.300833,"LEPAS",28.7,25.8,8.2,5.3
"83","20010808-8-994",2001-08-08,"8-994",41.517778,-82.600556,"LEPAS",26.2,25.4,8.4,3.6
"84","20010808-37-890",2001-08-08,"37-890",41.7025,-83.248056,"LEPAS",28.2,25.2,9.1,4
"85","20010808-3-996",2001-08-08,"3-996",41.4475,-82.617778,"LEPAS",26.5,25,8.4,3.8
"86","20010821-14-972",2001-08-21,"14-972",41.571667,-82.77,"LEPAS",23.9,22.6,8.4,7.2
"87","20010821-8-994",2001-08-21,"8-994",41.517778,-82.600556,"LEPAS",24.4,23.7,8.5,7.2
"88","20010821-3-996",2001-08-21,"3-996",41.4475,-82.617778,"LEPAS",23.7,22.5,8.6,7.8
"89","20010822-16-970",2001-08-22,"16-970",41.640278,-82.765833,"LEPAS",23.1,23.1,7.4,7.3
"90","20010827-27-918",2001-08-27,"27-918",41.775556,-83.054722,"LEPAS",23.1,22.7,9,8.2
"91","20010827-29-905",2001-08-27,"29-905",41.866389,-83.135278,"LEPAS",23,22.7,8,7.6
"92","20010827-36-873",2001-08-27,"36-873",41.768333,-83.300833,"LEPAS",25.2,23,9.9,7.7
"93","20010827-37-890",2001-08-27,"37-890",41.7025,-83.248056,"LEPAS",25,23.1,11.9,7.9
"94","20010906-14-972",2001-09-06,"14-972",41.571667,-82.77,"LEPAS",23.2,22.3,8.4,7.8
"95","20010906-16-970",2001-09-06,"16-970",41.640278,-82.765833,"LEPAS",23.2,22.4,8.4,7.8
"96","20010906-27-918",2001-09-06,"27-918",41.775556,-83.054722,"LEPAS",23,22.2,8.9,8.7
"97","20010906-29-905",2001-09-06,"29-905",41.866389,-83.135278,"LEPAS",23.2,22.2,9.4,8.1
"98","20010906-36-873",2001-09-06,"36-873",41.768333,-83.300833,"LEPAS",23,22,8.6,8
"99","20010906-8-994",2001-09-06,"8-994",41.517778,-82.600556,"LEPAS",22.8,22.5,9.1,8.6
"100","20010906-37-890",2001-09-06,"37-890",41.7025,-83.248056,"LEPAS",22.9,21.9,9.3,8.2
"101","20010906-3-996",2001-09-06,"3-996",41.4475,-82.617778,"LEPAS",22.7,22.4,9.4,8.1
"102","20010917-14-972",2001-09-17,"14-972",41.571667,-82.77,"LEPAS",21.3,20.5,7.2,7.1
"103","20010917-16-970",2001-09-17,"16-970",41.640278,-82.765833,"LEPAS",21.3,20.6,7.6,7.2
"104","20010917-27-918",2001-09-17,"27-918",41.775556,-83.054722,"LEPAS",21.2,20.4,9.3,7.6
"105","20010917-29-905",2001-09-17,"29-905",41.866389,-83.135278,"LEPAS",20.9,20.3,9.5,7.7
"106","20010917-36-873",2001-09-17,"36-873",41.768333,-83.300833,"LEPAS",20.3,19.4,8.6,7.9
"107","20010917-8-994",2001-09-17,"8-994",41.517778,-82.600556,"LEPAS",21.2,20.8,8.4,7.9
"108","20010917-37-890",2001-09-17,"37-890",41.7025,-83.248056,"LEPAS",19.8,19,8.9,8.1
"109","20010917-3-996",2001-09-17,"3-996",41.4475,-82.617778,"LEPAS",20.8,20.1,8.4,6.8
"110","20011002-27-918",2001-10-02,"27-918",41.775556,-83.054722,"LEPAS",15.4,15.3,9.2,8.8
"111","20011002-37-890",2001-10-02,"37-890",41.7025,-83.248056,"LEPAS",16.7,14.7,10.1,8.8
"112","20020507-16-970B",2002-05-07,"16-970B",41.640278,-82.765833,"LEPAS",NA,NA,NA,NA
"113","20020507-14-972",2002-05-07,"14-972",41.571667,-82.77,"LEPAS",10.2,10.3,11.5,11.8
"114","20020507-16-970",2002-05-07,"16-970",41.640278,-82.765833,"LEPAS",11.5,10.5,10.7,11.5
"115","20020507-16-970A",2002-05-07,"16-970A",41.640278,-82.765833,"LEPAS",NA,NA,NA,NA
"116","20020507-8-994",2002-05-07,"8-994",41.517778,-82.600556,"LEPAS",9.7,7.8,12,12
"117","20020507-3-996",2002-05-07,"3-996",41.4475,-82.617778,"LEPAS",10,9.1,11.6,11.7
"118","20020521-14-972",2002-05-21,"14-972",41.571667,-82.77,"LEPAS",12.2,12.1,9.8,10.4
"119","20020521-16-970",2002-05-21,"16-970",41.640278,-82.765833,"LEPAS",11.9,11.6,10.4,11.5
"120","20020521-8-994",2002-05-21,"8-994",41.517778,-82.600556,"LEPAS",11.6,11.5,11.3,12
"121","20020521-3-996",2002-05-21,"3-996",41.4475,-82.617778,"LEPAS",12.2,12.1,10.1,10.9
"122","20020522-27-918",2002-05-22,"27-918",41.775556,-83.054722,"LEPAS",11.6,11.5,10.4,9.5
"123","20020522-29-905",2002-05-22,"29-905",41.866389,-83.135278,"LEPAS",11.3,11.2,10.8,10.6
"124","20020522-36-873",2002-05-22,"36-873",41.768333,-83.300833,"LEPAS",12.1,11.9,10.4,10.3
"125","20020522-37-890",2002-05-22,"37-890",41.7025,-83.248056,"LEPAS",12.4,12,9.5,9.7
"126","20020607-14-972",2002-06-07,"14-972",41.571667,-82.77,"LEPAS",16.5,16.3,9.2,9.2
"127","20020607-16-970",2002-06-07,"16-970",41.640278,-82.765833,"LEPAS",16.1,16,9.1,10
"128","20020607-27-918",2002-06-07,"27-918",41.775556,-83.054722,"LEPAS",16.6,16.5,9.5,10.3
"129","20020607-29-905",2002-06-07,"29-905",41.866389,-83.135278,"LEPAS",16.6,16.4,9.6,10.7
"130","20020607-36-873",2002-06-07,"36-873",41.768333,-83.300833,"LEPAS",18.1,17.6,8.9,9.2
"131","20020607-8-994",2002-06-07,"8-994",41.517778,-82.600556,"LEPAS",15.6,15.6,10,11.3
"132","20020607-37-890",2002-06-07,"37-890",41.7025,-83.248056,"LEPAS",18,17.8,8.7,9.4
"133","20020607-3-996",2002-06-07,"3-996",41.4475,-82.617778,"LEPAS",17.2,17,9.2,9.8
"134","20020618-14-972",2002-06-18,"14-972",41.571667,-82.77,"LEPAS",19.5,19.2,8.5,8.5
"135","20020618-16-970",2002-06-18,"16-970",41.640278,-82.765833,"LEPAS",19.2,18.8,8.4,10.4
"136","20020618-27-918",2002-06-18,"27-918",41.775556,-83.054722,"LEPAS",18.7,18.5,9.1,11
"137","20020618-29-905",2002-06-18,"29-905",41.866389,-83.135278,"LEPAS",18.8,18.2,9.1,10
"138","20020618-36-873",2002-06-18,"36-873",41.768333,-83.300833,"LEPAS",19.6,19.2,8.3,9.6
"139","20020618-8-994",2002-06-18,"8-994",41.517778,-82.600556,"LEPAS",18.5,18.1,9.1,9.3
"140","20020618-37-890",2002-06-18,"37-890",41.7025,-83.248056,"LEPAS",20.3,19.8,7.9,8.4
"141","20020618-3-996",2002-06-18,"3-996",41.4475,-82.617778,"LEPAS",19.5,19.1,8.7,9.2
"142","20020702-14-972",2002-07-02,"14-972",41.571667,-82.77,"LEPAS",24.6,17.8,8,4.7
"143","20020702-16-970",2002-07-02,"16-970",41.640278,-82.765833,"LEPAS",25.6,18.2,8.8,5.8
"144","20020702-27-918",2002-07-02,"27-918",41.775556,-83.054722,"LEPAS",26.4,20.5,9.1,5.2
"145","20020702-29-905",2002-07-02,"29-905",41.866389,-83.135278,"LEPAS",27.2,20.3,10,3.8
"146","20020702-36-873",2002-07-02,"36-873",41.768333,-83.300833,"LEPAS",27.1,23.1,9.4,5.6
"147","20020702-8-994",2002-07-02,"8-994",41.517778,-82.600556,"LEPAS",25,16.6,9.1,6.5
"148","20020702-37-890",2002-07-02,"37-890",41.7025,-83.248056,"LEPAS",27.5,21.6,9,2.7
"149","20020702-3-996",2002-07-02,"3-996",41.4475,-82.617778,"LEPAS",24.8,17.5,8.8,3.6
"150","20020708-1279_20m",2002-07-08,"1279_20m",41.862778,-81.310556,"LEPAS",22.9,10.7,12.6,9.11
"151","20020708-1280_15m",2002-07-08,"1280_15m",41.812222,-81.310556,"LEPAS",24.3,11.7,12.11,7.7
"152","20020708-1281_10m",2002-07-08,"1281_10m",41.750278,-81.310556,"LEPAS",24.5,13.7,11.64,7.65
"153","20020708-1281_5m",2002-07-08,"1281_5m",41.765278,-81.310556,"LEPAS",22.6,22.4,11,10.6
"154","20020708-1318_20m",2002-07-08,"1318_20m",41.884167,-81.145556,"LEPAS",23.4,10.6,12.27,9.91
"155","20020708-1319_15m",2002-07-08,"1319_15m",41.841111,-81.145556,"LEPAS",24.2,13,12.17,9.7
"156","20020708-1320_10m",2002-07-08,"1320_10m",41.823056,-81.145556,"LEPAS",24.9,16.2,11.81,4.3
"157","20020708-1320_5m",2002-07-08,"1320_5m",41.812222,-81.145556,"LEPAS",25.2,24.9,11.75,11.54
"158","20020716-14-972",2002-07-16,"14-972",41.571667,-82.77,"LEPAS",25.3,23.1,11,6.6
"159","20020716-16-970",2002-07-16,"16-970",41.640278,-82.765833,"LEPAS",25.2,23,10.6,7
"160","20020716-27-918",2002-07-16,"27-918",41.775556,-83.054722,"LEPAS",25.5,23.4,9.5,4.5
"161","20020716-29-905",2002-07-16,"29-905",41.866389,-83.135278,"LEPAS",25.4,22.6,9.1,7
"162","20020716-36-873",2002-07-16,"36-873",41.768333,-83.300833,"LEPAS",26.7,23.5,10.1,5.9
"163","20020716-8-994",2002-07-16,"8-994",41.517778,-82.600556,"LEPAS",25.4,22.5,10.9,5.5
"164","20020716-37-890",2002-07-16,"37-890",41.7025,-83.248056,"LEPAS",26.9,23.8,9.7,8.9
"165","20020716-3-996",2002-07-16,"3-996",41.4475,-82.617778,"LEPAS",25.1,23.6,10.2,7
"166","20020717-1279_20m",2002-07-17,"1279_20m",41.862778,-81.310556,"LEPAS",23.4,11.8,8.4,7.8
"167","20020717-1280_15m",2002-07-17,"1280_15m",41.812222,-81.310556,"LEPAS",23.8,11.6,8.2,5.7
"168","20020717-1281_10m",2002-07-17,"1281_10m",41.750278,-81.310556,"LEPAS",23.4,18.4,9.21,8.34
"169","20020717-1281_5m",2002-07-17,"1281_5m",41.765278,-81.310556,"LEPAS",23.4,23,8.96,8.9
"170","20020717-1308_20m",2002-07-17,"1308_20m",41.919167,-81.207222,"LEPAS",23.8,10.8,8.4,8.3
"171","20020717-1310_10m",2002-07-17,"1310_10m",41.809444,-81.210833,"LEPAS",24,20.5,8.5,8.25
"172","20020717-1310_15m",2002-07-17,"1310_15m",41.816944,-81.208889,"LEPAS",NA,NA,NA,NA
"173","20020717-1310_5m",2002-07-17,"1310_5m",41.788611,-81.213333,"LEPAS",23.9,23.8,9.29,9.58
"174","20020717-1319_15m",2002-07-17,"1319_15m",41.841111,-81.145556,"LEPAS",23.9,12.2,8.41,5.3
"175","20020731-14-972",2002-07-31,"14-972",41.571667,-82.77,"LEPAS",25.3,24.7,7.6,7
"176","20020731-16-970",2002-07-31,"16-970",41.640278,-82.765833,"LEPAS",25.3,24.9,8,7.7
"177","20020731-8-994",2002-07-31,"8-994",41.517778,-82.600556,"LEPAS",23.8,23.6,7.6,8.2
"178","20020731-3-996",2002-07-31,"3-996",41.4475,-82.617778,"LEPAS",24.6,24.5,7.5,8.5
"179","20020801-27-918",2002-08-01,"27-918",41.775556,-83.054722,"LEPAS",26.6,24.3,9.6,6.7
"180","20020801-29-905",2002-08-01,"29-905",41.866389,-83.135278,"LEPAS",26.9,24.3,11.3,8
"181","20020801-36-873",2002-08-01,"36-873",41.768333,-83.300833,"LEPAS",26.8,24.8,12.5,6.4
"182","20020801-37-890",2002-08-01,"37-890",41.7025,-83.248056,"LEPAS",26.7,24.6,12.7,6.4
"183","20020809-1279_20m",2002-08-09,"1279_20m",41.862778,-81.310556,"LEPAS",23.5,12.5,14.1,8.3
"184","20020809-1280_15m",2002-08-09,"1280_15m",41.812222,-81.310556,"LEPAS",23.6,12.6,13.6,7.9
"185","20020809-1281_10m",2002-08-09,"1281_10m",41.750278,-81.310556,"LEPAS",23.6,13.1,NA,NA
"186","20020809-1281_5m",2002-08-09,"1281_5m",41.765278,-81.310556,"LEPAS",21.3,7.6,NA,NA
"187","20020809-1308_20m",2002-08-09,"1308_20m",41.919167,-81.207222,"LEPAS",23.7,12.5,13.9,8.2
"188","20020809-1310_10m",2002-08-09,"1310_10m",41.809444,-81.210833,"LEPAS",23.9,17.2,13.6,8.8
"189","20020809-1310_15m",2002-08-09,"1310_15m",41.816944,-81.208889,"LEPAS",NA,NA,NA,NA
"190","20020809-1310_5m",2002-08-09,"1310_5m",41.788611,-81.213333,"LEPAS",23.4,22.3,13.4,12.1
"191","20020809-1319_15m",2002-08-09,"1319_15m",41.841111,-81.145556,"LEPAS",24,12.4,13.6,8.2
"192","20020815-14-972",2002-08-15,"14-972",41.571667,-82.77,"LEPAS",24.6,24.4,8.4,8.7
"193","20020815-16-970",2002-08-15,"16-970",41.640278,-82.765833,"LEPAS",24.7,24.6,8,9.2
"194","20020815-8-994",2002-08-15,"8-994",41.517778,-82.600556,"LEPAS",24.6,24.5,8.8,9.2
"195","20020815-3-996",2002-08-15,"3-996",41.4475,-82.617778,"LEPAS",24.5,24.5,8.8,9.3
"196","20020826-1268_20m",2002-08-26,"1268_20m",41.844722,-81.354444,"LEPAS",24.2,13.3,8.4,2.02
"197","20020826-1269_15m",2002-08-26,"1269_15m",41.797778,-81.359167,"LEPAS",24.1,21.3,8.3,4.9
"198","20020826-1272_5m",2002-08-26,"1272_5m",41.7255,-81.35,"LEPAS",24,23.8,7.5,7.1
"199","20020826-1281_10m",2002-08-26,"1281_10m",41.750278,-81.310556,"LEPAS",24.2,23.8,7.8,7.21
"200","20020826-1308_20m",2002-08-26,"1308_20m",41.919167,-81.207222,"LEPAS",24,12.4,8.58,3.54
"201","20020826-1309_15m",2002-08-26,"1309_15m",41.858056,-81.184167,"LEPAS",24.6,20.12,7.93,4.64
"202","20020826-1310_10m",2002-08-26,"1310_10m",41.809444,-81.210833,"LEPAS",24.5,23.8,7.7,7.4
"203","20020826-1310_5m",2002-08-26,"1310_5m",41.788611,-81.213333,"LEPAS",24.4,23.9,7.3,7.5
"204","20020827-3-996",2002-08-27,"3-996",41.4475,-82.617778,"LEPAS",24.9,24.4,9.3,6.5
"205","20020829-16-970",2002-08-29,"16-970",41.640278,-82.765833,"LEPAS",24.1,24,7.7,7.9
"206","20020830-27-918",2002-08-30,"27-918",41.775556,-83.054722,"LEPAS",23.9,23.7,7.9,7.4
"207","20020830-29-905",2002-08-30,"29-905",41.866389,-83.135278,"LEPAS",23.8,23.7,8.6,8.5
"208","20020830-36-873",2002-08-30,"36-873",41.768333,-83.300833,"LEPAS",24,24.7,7,7.4
"209","20020830-37-890",2002-08-30,"37-890",41.7025,-83.248056,"LEPAS",24.5,23.9,8.8,7.4
"210","20020905-1279_20m",2002-09-05,"1279_20m",41.862778,-81.310556,"LEPAS",22.7,12.6,8.1,1.21
"211","20020905-1280_15m",2002-09-05,"1280_15m",41.812222,-81.310556,"LEPAS",22.5,14.5,8.2,2.6
"212","20020905-1281_10m",2002-09-05,"1281_10m",41.750278,-81.310556,"LEPAS",22,19.9,8.1,7
"213","20020905-1281_5m",2002-09-05,"1281_5m",41.765278,-81.310556,"LEPAS",21.7,21.5,8.1,8
"214","20020905-1308_20m",2002-09-05,"1308_20m",41.919167,-81.207222,"LEPAS",22.7,12.8,8.2,1.1
"215","20020905-1310_10m",2002-09-05,"1310_10m",41.809444,-81.210833,"LEPAS",22.3,19.9,8.2,6
"216","20020905-1310_15m",2002-09-05,"1310_15m",41.816944,-81.208889,"LEPAS",22.5,15.3,8.2,3.4
"217","20020905-1310_5m",2002-09-05,"1310_5m",41.788611,-81.213333,"LEPAS",22.2,22,8,8.1
"218","20020906-14-972",2002-09-06,"14-972",41.571667,-82.77,"LEPAS",23.8,23.7,7.3,7.1
"219","20020906-8-994",2002-09-06,"8-994",41.517778,-82.600556,"LEPAS",23.6,23.6,7.6,7.5
"220","20020913-1279_20m",2002-09-13,"1279_20m",41.862778,-81.310556,"LEPAS",21.8,13.5,7.8,0.1
"221","20020913-1280_15m",2002-09-13,"1280_15m",41.812222,-81.310556,"LEPAS",22,21.7,7.9,7.5
"222","20020913-1281_10m",2002-09-13,"1281_10m",41.750278,-81.310556,"LEPAS",22.1,22.3,7.6,7.8
"223","20020913-1281_5m",2002-09-13,"1281_5m",41.765278,-81.310556,"LEPAS",22,22.1,7.4,7.3
"224","20020913-1281_5mA",2002-09-13,"1281_5mA",41.765278,-81.310556,"LEPAS",NA,NA,NA,NA
"225","20020913-1281_5mB",2002-09-13,"1281_5mB",41.765278,-81.310556,"LEPAS",NA,NA,NA,NA
"226","20020913-1308_20m",2002-09-13,"1308_20m",41.919167,-81.207222,"LEPAS",21.7,13.3,7.9,0.6
"227","20020913-1310_10m",2002-09-13,"1310_10m",41.809444,-81.210833,"LEPAS",22.2,22.3,7.6,7.6
"228","20020913-1310_15m",2002-09-13,"1310_15m",41.816944,-81.208889,"LEPAS",22.1,16,8,1.6
"229","20020913-1310_5m",2002-09-13,"1310_5m",41.788611,-81.213333,"LEPAS",22.2,22.1,7.4,7.3
"230","20020923-14-972",2002-09-23,"14-972",41.571667,-82.77,"LEPAS",21.6,21.4,7.5,7.8
"231","20020923-16-970",2002-09-23,"16-970",41.640278,-82.765833,"LEPAS",21.7,21.7,7.7,8.1
"232","20020924-8-994",2002-09-24,"8-994",41.517778,-82.600556,"LEPAS",21.4,21.7,8.1,7.7
"233","20020924-3-996",2002-09-24,"3-996",41.4475,-82.617778,"LEPAS",21.3,21.4,8.5,8.7
"234","20020925-27-918",2002-09-25,"27-918",41.775556,-83.054722,"LEPAS",20.6,21.7,8.4,8.3
"235","20020925-29-905",2002-09-25,"29-905",41.866389,-83.135278,"LEPAS",20.8,20.8,8.5,8.3
"236","20020926-1279_20m",2002-09-26,"1279_20m",41.862778,-81.310556,"LEPAS",20.7,14.1,10.4,0.4
"237","20020926-1280_15m",2002-09-26,"1280_15m",41.812222,-81.310556,"LEPAS",20.8,20.8,10.3,10
"238","20020926-1281_10m",2002-09-26,"1281_10m",41.750278,-81.310556,"LEPAS",20.8,20.8,10.6,10.5
"239","20020926-1281_5m",2002-09-26,"1281_5m",41.765278,-81.310556,"LEPAS",20.8,20.8,10.7,10.7
"240","20020926-1308_20m",2002-09-26,"1308_20m",41.919167,-81.207222,"LEPAS",20.7,14.4,10.6,0.4
"241","20020926-1310_10m",2002-09-26,"1310_10m",41.809444,-81.210833,"LEPAS",20.9,20.9,10.6,10.3
"242","20020926-1310_15m",2002-09-26,"1310_15m",41.816944,-81.208889,"LEPAS",20.9,21,10.4,10
